category	FROM	TO	evidence	source
TF-gene	SPI1	NCF4	Experimental	PMID20584335
TF-gene	SPI1	PTPN6	Experimental	PMID20584335
TF-gene	SPI1	TAL1	Experimental	PMID20584335
TF-gene	SPI1	ISG15	Experimental	PMID20584335
TF-gene	SPI1	GP6	Experimental	PMID20584335
TF-gene	SPI1	MIR424	Experimental	PMID20584335
TF-gene	SPI1	NCF1	Experimental	PMID20584335
TF-gene	SPIB	FES	Experimental	PMID20584335
TF-gene	SREBF1	ACACB	Experimental	PMID20584335
TF-gene	SREBF1	ACLY	Experimental	PMID20584335
TF-gene	SREBF1	CASP2	Experimental	PMID20584335
TF-gene	SREBF1	CAV1	Experimental	PMID20584335
TF-gene	SREBF1	CDKN1A	Experimental	PMID20584335
TF-gene	SREBF1	FDFT1	Experimental	PMID20584335
TF-gene	SREBF1	KIF2A	Experimental	PMID20584335
TF-gene	SREBF1	LDLR	Experimental	PMID20584335
TF-gene	SREBF1	PPARG	Experimental	PMID20584335
TF-gene	SREBF1	PTPN6	Experimental	PMID20584335
TF-gene	SREBF1	SLC2A4	Experimental	PMID20584335
TF-gene	SREBF1	STAR	Experimental	PMID20584335
TF-gene	SREBF1	IRS2	Experimental	PMID20584335
TF-gene	SREBF2	ABCA1	Experimental	PMID20584335
TF-gene	SREBF2	SCARB1	Experimental	PMID20584335
TF-gene	SREBF2	FDFT1	Experimental	PMID20584335
TF-gene	SREBF2	LDLR	Experimental	PMID20584335
TF-gene	SREBF2	MTTP	Experimental	PMID20584335
TF-gene	SREBF2	PPARG	Experimental	PMID20584335
TF-gene	SREBF2	PRSS8	Experimental	PMID20584335
TF-gene	SREBF2	SI	Experimental	PMID20584335
TF-gene	SREBF2	STAR	Experimental	PMID20584335
TF-gene	SREBF2	UCP2	Experimental	PMID20584335
TF-gene	SRF	APOE	Experimental	PMID20584335
TF-gene	SRF	EGR1	Experimental	PMID20584335
TF-gene	SRF	EGR2	Experimental	PMID20584335
TF-gene	SRF	ELK1	Experimental	PMID20584335
TF-gene	SRF	FOS	Experimental	PMID20584335
TF-gene	SRF	MYL3	Experimental	PMID20584335
TF-gene	SRF	IKBKAP	Experimental	PMID20584335
TF-gene	SRY	CD3E	Experimental	PMID20584335
TF-gene	SRY	SRY	Experimental	PMID20584335
TF-gene	STAT1	SERPINA3	Experimental	PMID20584335
TF-gene	STAT1	AGT	Experimental	PMID20584335
TF-gene	STAT1	CCND1	Experimental	PMID20584335
TF-gene	STAT1	CD86	Experimental	PMID20584335
TF-gene	STAT1	CD40	Experimental	PMID20584335
TF-gene	STAT1	CDKN1A	Experimental	PMID20584335
TF-gene	STAT1	CYBB	Experimental	PMID20584335
TF-gene	STAT1	FCER2	Experimental	PMID20584335
TF-gene	STAT1	FCGR1A	Experimental	PMID20584335
TF-gene	STAT1	NA	Experimental	PMID20584335
TF-gene	STAT1	FOS	Experimental	PMID20584335
TF-gene	STAT1	IFI6	Experimental	PMID20584335
TF-gene	STAT1	HLA-E	Experimental	PMID20584335
TF-gene	STAT1	ICAM1	Experimental	PMID20584335
TF-gene	STAT1	IFIT2	Experimental	PMID20584335
TF-gene	STAT1	IFNG	Experimental	PMID20584335
TF-gene	STAT1	IL2RA	Experimental	PMID20584335
TF-gene	STAT1	IL6ST	Experimental	PMID20584335
TF-gene	STAT1	IL10	Experimental	PMID20584335
TF-gene	STAT1	IDO1	Experimental	PMID20584335
TF-gene	STAT1	IRF1	Experimental	PMID20584335
TF-gene	STAT1	CIITA	Experimental	PMID20584335
TF-gene	STAT1	MUC1	Experimental	PMID20584335
TF-gene	STAT1	MYC	Experimental	PMID20584335
TF-gene	STAT1	MYD88	Experimental	PMID20584335
TF-gene	STAT1	NOS2	Experimental	PMID20584335
TF-gene	STAT1	OAS1	Experimental	PMID20584335
TF-gene	STAT1	OPRM1	Experimental	PMID20584335
TF-gene	STAT1	PIM1	Experimental	PMID20584335
TF-gene	STAT1	PSMB9	Experimental	PMID20584335
TF-gene	STAT1	S100A10	Experimental	PMID20584335
TF-gene	STAT1	CCL2	Experimental	PMID20584335
TF-gene	STAT1	CCL19	Experimental	PMID20584335
TF-gene	STAT1	SOAT1	Experimental	PMID20584335
TF-gene	STAT1	TAP1	Experimental	PMID20584335
TF-gene	STAT1	TRH	Experimental	PMID20584335
TF-gene	STAT1	VIP	Experimental	PMID20584335
TF-gene	STAT1	WARS	Experimental	PMID20584335
TF-gene	STAT1	IFITM1	Experimental	PMID20584335
TF-gene	STAT1	ISG15	Experimental	PMID20584335
TF-gene	STAT1	MVP	Experimental	PMID20584335
TF-gene	STAT1	WARS2	Experimental	PMID20584335
TF-gene	STAT1	NOX1	Experimental	PMID20584335
TF-gene	STAT1	XAF1	Experimental	PMID20584335
TF-gene	STAT1	IL21	Experimental	PMID20584335
TF-gene	STAT2	CCL19	Experimental	PMID20584335
TF-gene	STAT2	IL21	Experimental	PMID20584335
TF-gene	STAT3	SERPINA3	Experimental	PMID20584335
TF-gene	STAT3	BIRC5	Experimental	PMID20584335
TF-gene	STAT3	CDKN1A	Experimental	PMID20584335
TF-gene	STAT3	CISH	Experimental	PMID20584335
TF-gene	STAT3	CRP	Experimental	PMID20584335
TF-gene	STAT3	FOS	Experimental	PMID20584335
TF-gene	STAT3	HGF	Experimental	PMID20584335
TF-gene	STAT3	IFNG	Experimental	PMID20584335
TF-gene	STAT3	IL2RA	Experimental	PMID20584335
TF-gene	STAT3	IL6ST	Experimental	PMID20584335
TF-gene	STAT3	IL10	Experimental	PMID20584335
TF-gene	STAT3	IRF1	Experimental	PMID20584335
TF-gene	STAT3	MUC1	Experimental	PMID20584335
TF-gene	STAT3	MYC	Experimental	PMID20584335
TF-gene	STAT3	MYD88	Experimental	PMID20584335
TF-gene	STAT3	OPRM1	Experimental	PMID20584335
TF-gene	STAT3	PIM1	Experimental	PMID20584335
TF-gene	STAT3	TRH	Experimental	PMID20584335
TF-gene	STAT3	TWIST1	Experimental	PMID20584335
TF-gene	STAT3	VIP	Experimental	PMID20584335
TF-gene	STAT3	IL21	Experimental	PMID20584335
TF-gene	STAT4	IFNG	Experimental	PMID20584335
TF-gene	STAT4	IL2RA	Experimental	PMID20584335
TF-gene	STAT4	IRF1	Experimental	PMID20584335
TF-gene	STAT4	IRF4	Experimental	PMID20584335
TF-gene	STAT4	MYC	Experimental	PMID20584335
TF-gene	STAT4	PIM1	Experimental	PMID20584335
TF-gene	STAT4	PRF1	Experimental	PMID20584335
TF-gene	STAT4	IL21	Experimental	PMID20584335
TF-gene	STAT5A	CCND1	Experimental	PMID20584335
TF-gene	STAT5A	BCL2L1	Experimental	PMID20584335
TF-gene	STAT5A	CCND2	Experimental	PMID20584335
TF-gene	STAT5A	CISH	Experimental	PMID20584335
TF-gene	STAT5A	FCGR1A	Experimental	PMID20584335
TF-gene	STAT5A	IFNG	Experimental	PMID20584335
TF-gene	STAT5A	IL2RA	Experimental	PMID20584335
TF-gene	STAT5A	IRF1	Experimental	PMID20584335
TF-gene	STAT5A	IRF4	Experimental	PMID20584335
TF-gene	STAT5A	KIR3DL1	Experimental	PMID20584335
TF-gene	STAT5A	MYD88	Experimental	PMID20584335
TF-gene	STAT5A	PIM1	Experimental	PMID20584335
TF-gene	STAT5A	WARS	Experimental	PMID20584335
TF-gene	STAT5A	WARS2	Experimental	PMID20584335
TF-gene	STAT5B	CCND1	Experimental	PMID20584335
TF-gene	STAT5B	CDKN1A	Experimental	PMID20584335
TF-gene	STAT5B	CISH	Experimental	PMID20584335
TF-gene	STAT5B	IFNG	Experimental	PMID20584335
TF-gene	STAT5B	IL2RA	Experimental	PMID20584335
TF-gene	STAT5B	IRF1	Experimental	PMID20584335
TF-gene	STAT5B	OSM	Experimental	PMID20584335
TF-gene	STAT5B	PIM1	Experimental	PMID20584335
TF-gene	STAT5B	WARS2	Experimental	PMID20584335
TF-gene	STAT6	ALOX15	Experimental	PMID20584335
TF-gene	STAT6	FCER2	Experimental	PMID20584335
TF-gene	STAT6	FCGR1A	Experimental	PMID20584335
TF-gene	STAT6	IL1RN	Experimental	PMID20584335
TF-gene	STAT6	IL2RA	Experimental	PMID20584335
TF-gene	STAT6	IL4R	Experimental	PMID20584335
TF-gene	STAT6	IRF4	Experimental	PMID20584335
TF-gene	STAT6	OPRM1	Experimental	PMID20584335
TF-gene	STAT6	CCL17	Experimental	PMID20584335
TF-gene	STAT6	CCL26	Experimental	PMID20584335
TF-gene	TAL1	KIT	Experimental	PMID20584335
TF-gene	TBP	ALAS2	Experimental	PMID20584335
TF-gene	TBP	BGLAP	Experimental	PMID20584335
TF-gene	TBP	DHFR	Experimental	PMID20584335
TF-gene	TBP	GFAP	Experimental	PMID20584335
TF-gene	TBP	HSPA4	Experimental	PMID20584335
TF-gene	TBP	TGFA	Experimental	PMID20584335
TF-gene	TBP	RNU6-1	Experimental	PMID20584335
TF-gene	TBP	PADI3	Experimental	PMID20584335
TF-gene	TBX5	NPPA	Experimental	PMID20584335
TF-gene	TCF4	AMHR2	Experimental	PMID20584335
TF-gene	TBX3	T	Experimental	PMID20584335
TF-gene	HNF1A	ACAT2	Experimental	PMID20584335
TF-gene	HNF1A	AMBP	Experimental	PMID20584335
TF-gene	HNF1A	APOA2	Experimental	PMID20584335
TF-gene	HNF1A	APOB	Experimental	PMID20584335
TF-gene	HNF1A	APOH	Experimental	PMID20584335
TF-gene	HNF1A	CFTR	Experimental	PMID20584335
TF-gene	HNF1A	AKR1C4	Experimental	PMID20584335
TF-gene	HNF1A	CRP	Experimental	PMID20584335
TF-gene	HNF1A	CYP3A4	Experimental	PMID20584335
TF-gene	HNF1A	F8	Experimental	PMID20584335
TF-gene	HNF1A	FGFR4	Experimental	PMID20584335
TF-gene	HNF1A	GSTA1	Experimental	PMID20584335
TF-gene	HNF1A	HNF4A	Experimental	PMID20584335
TF-gene	HNF1A	IGFBP1	Experimental	PMID20584335
TF-gene	HNF1A	ITGA2B	Experimental	PMID20584335
TF-gene	HNF1A	MUC4	Experimental	PMID20584335
TF-gene	HNF1A	NNMT	Experimental	PMID20584335
TF-gene	HNF1A	PSMD4	Experimental	PMID20584335
TF-gene	HNF1A	SI	Experimental	PMID20584335
TF-gene	HNF1A	SLC2A2	Experimental	PMID20584335
TF-gene	HNF1A	SRC	Experimental	PMID20584335
TF-gene	HNF1A	UGT2B7	Experimental	PMID20584335
TF-gene	HNF1A	UGT2B17	Experimental	PMID20584335
TF-gene	HNF1A	CLDN2	Experimental	PMID20584335
TF-gene	HNF1A	SLC22A8	Experimental	PMID20584335
TF-gene	HNF1A	NR1H4	Experimental	PMID20584335
TF-gene	HNF1A	SLCO1B1	Experimental	PMID20584335
TF-gene	HNF1A	NOX1	Experimental	PMID20584335
TF-gene	HNF1A	ANGPTL3	Experimental	PMID20584335
TF-gene	HNF1A	NEUROG3	Experimental	PMID20584335
TF-gene	HNF1A	UGT1A10	Experimental	PMID20584335
TF-gene	HNF1A	UGT1A8	Experimental	PMID20584335
TF-gene	HNF1A	UGT1A9	Experimental	PMID20584335
TF-gene	HNF1A	TMEM27	Experimental	PMID20584335
TF-gene	HNF1A	MIA2	Experimental	PMID20584335
TF-gene	HNF1B	APOA2	Experimental	PMID20584335
TF-gene	HNF1B	APOB	Experimental	PMID20584335
TF-gene	HNF1B	CRP	Experimental	PMID20584335
TF-gene	HNF1B	IGFBP1	Experimental	PMID20584335
TF-gene	HNF1B	ITGA2B	Experimental	PMID20584335
TF-gene	HNF1B	MUC4	Experimental	PMID20584335
TF-gene	HNF1B	NNMT	Experimental	PMID20584335
TF-gene	HNF1B	SI	Experimental	PMID20584335
TF-gene	HNF1B	SPP1	Experimental	PMID20584335
TF-gene	HNF1B	SLC22A8	Experimental	PMID20584335
TF-gene	HNF1B	UGT1A8	Experimental	PMID20584335
TF-gene	HNF1B	ACE2	Experimental	PMID20584335
TF-gene	TCF3	FOS	Experimental	PMID20584335
TF-gene	TCF3	KIT	Experimental	PMID20584335
TF-gene	TCF3	PTPN6	Experimental	PMID20584335
TF-gene	TCF7	CD3E	Experimental	PMID20584335
TF-gene	TCF7	CD8A	Experimental	PMID20584335
TF-gene	TCF7L2	MMP7	Experimental	PMID20584335
TF-gene	TCF7L2	MYC	Experimental	PMID20584335
TF-gene	TCF7L2	TCF7	Experimental	PMID20584335
TF-gene	TCF7L2	FOSL1	Experimental	PMID20584335
TF-gene	ZEB1	IL2	Experimental	PMID20584335
TF-gene	ZEB1	TP73	Experimental	PMID20584335
TF-gene	ZEB1	MIR141	Experimental	PMID20584335
TF-gene	ZEB1	MIR200C	Experimental	PMID20584335
TF-gene	TEAD1	MYH7	Experimental	PMID20584335
TF-gene	TEAD4	JUN	Experimental	PMID20584335
TF-gene	TEAD4	MYH7	Experimental	PMID20584335
TF-gene	TEAD3	HSD3B1	Experimental	PMID20584335
TF-gene	TEAD3	MYH7	Experimental	PMID20584335
TF-gene	TEAD3	SSFA2	Experimental	PMID20584335
TF-gene	TFAP2A	ADM	Experimental	PMID20584335
TF-gene	TFAP2A	ALOX15	Experimental	PMID20584335
TF-gene	TFAP2A	APOB	Experimental	PMID20584335
TF-gene	TFAP2A	APP	Experimental	PMID20584335
TF-gene	TFAP2A	BGLAP	Experimental	PMID20584335
TF-gene	TFAP2A	CCNB1	Experimental	PMID20584335
TF-gene	TFAP2A	CEBPA	Experimental	PMID20584335
TF-gene	TFAP2A	CGB	Experimental	PMID20584335
TF-gene	TFAP2A	ATF2	Experimental	PMID20584335
TF-gene	TFAP2A	CYP11A1	Experimental	PMID20584335
TF-gene	TFAP2A	ERBB2	Experimental	PMID20584335
TF-gene	TFAP2A	FGFR4	Experimental	PMID20584335
TF-gene	TFAP2A	FMR1	Experimental	PMID20584335
TF-gene	TFAP2A	GFAP	Experimental	PMID20584335
TF-gene	TFAP2A	GNRH1	Experimental	PMID20584335
TF-gene	TFAP2A	HTT	Experimental	PMID20584335
TF-gene	TFAP2A	HSPB1	Experimental	PMID20584335
TF-gene	TFAP2A	IFNG	Experimental	PMID20584335
TF-gene	TFAP2A	IGF1R	Experimental	PMID20584335
TF-gene	TFAP2A	IGFBP5	Experimental	PMID20584335
TF-gene	TFAP2A	JUN	Experimental	PMID20584335
TF-gene	TFAP2A	CD82	Experimental	PMID20584335
TF-gene	TFAP2A	KIT	Experimental	PMID20584335
TF-gene	TFAP2A	KRT1	Experimental	PMID20584335
TF-gene	TFAP2A	KRT6B	Experimental	PMID20584335
TF-gene	TFAP2A	MIP	Experimental	PMID20584335
TF-gene	TFAP2A	MMP2	Experimental	PMID20584335
TF-gene	TFAP2A	MT2A	Experimental	PMID20584335
TF-gene	TFAP2A	MYC	Experimental	PMID20584335
TF-gene	TFAP2A	SERPINA5	Experimental	PMID20584335
TF-gene	TFAP2A	PIGR	Experimental	PMID20584335
TF-gene	TFAP2A	PRKCA	Experimental	PMID20584335
TF-gene	TFAP2A	REL	Experimental	PMID20584335
TF-gene	TFAP2A	SOD2	Experimental	PMID20584335
TF-gene	TFAP2A	SSFA2	Experimental	PMID20584335
TF-gene	TFAP2A	TAF7	Experimental	PMID20584335
TF-gene	TFAP2A	TALDO1	Experimental	PMID20584335
TF-gene	TFAP2A	TRA@	Experimental	PMID20584335
TF-gene	TFAP2A	TFAP2A	Experimental	PMID20584335
TF-gene	TFAP2A	TGFA	Experimental	PMID20584335
TF-gene	TFAP2A	VHL	Experimental	PMID20584335
TF-gene	TFAP2A	SLC5A6	Experimental	PMID20584335
TF-gene	TFAP2A	FXR2	Experimental	PMID20584335
TF-gene	TFAP2A	HTATIP2	Experimental	PMID20584335
TF-gene	TFAP2A	A4GALT	Experimental	PMID20584335
TF-gene	TFAP2A	ULBP1	Experimental	PMID20584335
TF-gene	TFAP2A	SLC25A21	Experimental	PMID20584335
TF-gene	TFAP2A	MUC5B	Experimental	PMID20584335
TF-gene	TFAP2B	PTGDS	Experimental	PMID20584335
TF-gene	TFAP2B	SLC19A1	Experimental	PMID20584335
TF-gene	TFAP2B	SOD2	Experimental	PMID20584335
TF-gene	TFAP2C	CSTA	Experimental	PMID20584335
TF-gene	TFAP2C	SOD2	Experimental	PMID20584335
TF-gene	TFAP2C	MIER1	Experimental	PMID20584335
TF-gene	TFAP4	MT2A	Experimental	PMID20584335
TF-gene	TFAP4	TARBP2	Experimental	PMID20584335
TF-gene	TFAP4	APH1A	Experimental	PMID20584335
TF-gene	TFAP4	A4GALT	Experimental	PMID20584335
TF-gene	NR2F1	AGT	Experimental	PMID20584335
TF-gene	NR2F1	ALOX5	Experimental	PMID20584335
TF-gene	NR2F1	APOA1	Experimental	PMID20584335
TF-gene	NR2F1	APOA4	Experimental	PMID20584335
TF-gene	NR2F1	APOC3	Experimental	PMID20584335
TF-gene	NR2F1	CDKN1A	Experimental	PMID20584335
TF-gene	NR2F1	CPT1B	Experimental	PMID20584335
TF-gene	NR2F1	CYP2D6	Experimental	PMID20584335
TF-gene	NR2F1	CYP11B2	Experimental	PMID20584335
TF-gene	NR2F1	EPO	Experimental	PMID20584335
TF-gene	NR2F1	F9	Experimental	PMID20584335
TF-gene	NR2F1	IBSP	Experimental	PMID20584335
TF-gene	NR2F1	LHCGR	Experimental	PMID20584335
TF-gene	NR2F1	LIPC	Experimental	PMID20584335
TF-gene	NR2F1	LTF	Experimental	PMID20584335
TF-gene	NR2F1	RARB	Experimental	PMID20584335
TF-gene	NR2F1	TF	Experimental	PMID20584335
TF-gene	NR2F2	ACTA1	Experimental	PMID20584335
TF-gene	NR2F2	APOA1	Experimental	PMID20584335
TF-gene	NR2F2	APOA4	Experimental	PMID20584335
TF-gene	NR2F2	APOB	Experimental	PMID20584335
TF-gene	NR2F2	APOC2	Experimental	PMID20584335
TF-gene	NR2F2	APOC3	Experimental	PMID20584335
TF-gene	NR2F2	CYP11B2	Experimental	PMID20584335
TF-gene	NR2F2	F9	Experimental	PMID20584335
TF-gene	NR2F2	NR3C1	Experimental	PMID20584335
TF-gene	NR2F2	HNF4A	Experimental	PMID20584335
TF-gene	TFDP1	CAV1	Experimental	PMID20584335
TF-gene	TFDP1	CCNA2	Experimental	PMID20584335
TF-gene	TFDP1	CDC6	Experimental	PMID20584335
TF-gene	TFDP1	CDKN2C	Experimental	PMID20584335
TF-gene	TFDP1	DHFR	Experimental	PMID20584335
TF-gene	TFDP1	E2F2	Experimental	PMID20584335
TF-gene	TFDP1	STMN1	Experimental	PMID20584335
TF-gene	TFDP1	MYC	Experimental	PMID20584335
TF-gene	TFDP1	ORC1L	Experimental	PMID20584335
TF-gene	TFDP1	PCSK6	Experimental	PMID20584335
TF-gene	TFDP1	RBL1	Experimental	PMID20584335
TF-gene	TFDP1	TP73	Experimental	PMID20584335
TF-gene	TFE3	SERPINE1	Experimental	PMID20584335
TF-gene	TFF3	IFNB1	Experimental	PMID20584335
TF-gene	THRA	CYP2B6	Experimental	PMID20584335
TF-gene	THRA	MYC	Experimental	PMID20584335
TF-gene	THRA	NOS2	Experimental	PMID20584335
TF-gene	THRA	TSHB	Experimental	PMID20584335
TF-gene	THRB	APOA2	Experimental	PMID20584335
TF-gene	THRB	APOC2	Experimental	PMID20584335
TF-gene	THRB	EGFR	Experimental	PMID20584335
TF-gene	THRB	TSHB	Experimental	PMID20584335
TF-gene	THRB	APOA5	Experimental	PMID20584335
TF-gene	KLF10	ITGAD	Experimental	PMID20584335
TF-gene	NKX2-1	SFTPB	Experimental	PMID20584335
TF-gene	NKX2-1	TG	Experimental	PMID20584335
TF-gene	TMF1	CDH1	Experimental	PMID20584335
TF-gene	TMF1	TLN1	Experimental	PMID20584335
TF-gene	TNFRSF1A	CDK1	Experimental	PMID20584335
TF-gene	TP53	APAF1	Experimental	PMID20584335
TF-gene	TP53	APC	Experimental	PMID20584335
TF-gene	TP53	FAS	Experimental	PMID20584335
TF-gene	TP53	ATF3	Experimental	PMID20584335
TF-gene	TP53	BAX	Experimental	PMID20584335
TF-gene	TP53	CASP1	Experimental	PMID20584335
TF-gene	TP53	CAV1	Experimental	PMID20584335
TF-gene	TP53	CDKN1A	Experimental	PMID20584335
TF-gene	TP53	CHEK1	Experimental	PMID20584335
TF-gene	TP53	DDB2	Experimental	PMID20584335
TF-gene	TP53	GADD45A	Experimental	PMID20584335
TF-gene	TP53	DUSP1	Experimental	PMID20584335
TF-gene	TP53	EGFR	Experimental	PMID20584335
TF-gene	TP53	FANCC	Experimental	PMID20584335
TF-gene	TP53	SFN	Experimental	PMID20584335
TF-gene	TP53	GPX1	Experimental	PMID20584335
TF-gene	TP53	IGFBP3	Experimental	PMID20584335
TF-gene	TP53	CD82	Experimental	PMID20584335
TF-gene	TP53	MDM2	Experimental	PMID20584335
TF-gene	TP53	MMP2	Experimental	PMID20584335
TF-gene	TP53	MSH2	Experimental	PMID20584335
TF-gene	TP53	PCNA	Experimental	PMID20584335
TF-gene	TP53	SERPINB5	Experimental	PMID20584335
TF-gene	TP53	PTK2	Experimental	PMID20584335
TF-gene	TP53	RASA1	Experimental	PMID20584335
TF-gene	TP53	S100A2	Experimental	PMID20584335
TF-gene	TP53	CX3CL1	Experimental	PMID20584335
TF-gene	TP53	TERT	Experimental	PMID20584335
TF-gene	TP53	TGFA	Experimental	PMID20584335
TF-gene	TP53	TP53	Experimental	PMID20584335
TF-gene	TP53	TP73	Experimental	PMID20584335
TF-gene	TP53	TP63	Experimental	PMID20584335
TF-gene	TP53	TNFRSF10C	Experimental	PMID20584335
TF-gene	TP53	TNFRSF10B	Experimental	PMID20584335
TF-gene	TP53	PTTG1	Experimental	PMID20584335
TF-gene	TP53	TRIM22	Experimental	PMID20584335
TF-gene	TP53	NDRG1	Experimental	PMID20584335
TF-gene	TP53	DKK1	Experimental	PMID20584335
TF-gene	TP53	BBC3	Experimental	PMID20584335
TF-gene	TP53	SESN1	Experimental	PMID20584335
TF-gene	TP53	SCN3B	Experimental	PMID20584335
TF-gene	TP53	TP53AIP1	Experimental	PMID20584335
TF-gene	TP53	RFWD2	Experimental	PMID20584335
TF-gene	TP53	TP53INP1	Experimental	PMID20584335
TF-gene	TP53	MIR34A	Experimental	PMID20584335
TF-gene	TP53BP1	BRCA1	Experimental	PMID20584335
TF-gene	TP73	ADA	Experimental	PMID20584335
TF-gene	TP73	BAX	Experimental	PMID20584335
TF-gene	TP73	CDKN1A	Experimental	PMID20584335
TF-gene	TP73	TP73	Experimental	PMID20584335
TF-gene	NR2C1	ALDOA	Experimental	PMID20584335
TF-gene	NR2C1	CNTFR	Experimental	PMID20584335
TF-gene	NR2C1	EPO	Experimental	PMID20584335
TF-gene	NR2C1	RARB	Experimental	PMID20584335
TF-gene	NR2C2	APOE	Experimental	PMID20584335
TF-gene	NR2C2	CNTFR	Experimental	PMID20584335
TF-gene	NR2C2	CYP21A2	Experimental	PMID20584335
TF-gene	NR2C2	LHCGR	Experimental	PMID20584335
TF-gene	TWIST1	GLI1	Experimental	PMID20584335
TF-gene	UBP1	CYP11A1	Experimental	PMID20584335
TF-gene	NR1H2	ABCA1	Experimental	PMID20584335
TF-gene	NR1H2	APOE	Experimental	PMID20584335
TF-gene	NR1H2	CETP	Experimental	PMID20584335
TF-gene	NR1H2	ABCG1	Experimental	PMID20584335
TF-gene	NR1H2	NR1H3	Experimental	PMID20584335
TF-gene	USF1	APEX1	Experimental	PMID20584335
TF-gene	USF1	APOC3	Experimental	PMID20584335
TF-gene	USF1	APP	Experimental	PMID20584335
TF-gene	USF1	ASPH	Experimental	PMID20584335
TF-gene	USF1	AVP	Experimental	PMID20584335
TF-gene	USF1	CCND1	Experimental	PMID20584335
TF-gene	USF1	BGLAP	Experimental	PMID20584335
TF-gene	USF1	BRCA2	Experimental	PMID20584335
TF-gene	USF1	CBS	Experimental	PMID20584335
TF-gene	USF1	CCNB1	Experimental	PMID20584335
TF-gene	USF1	CEACAM5	Experimental	PMID20584335
TF-gene	USF1	CEBPA	Experimental	PMID20584335
TF-gene	USF1	CYP3A7	Experimental	PMID20584335
TF-gene	USF1	CYP3A4	Experimental	PMID20584335
TF-gene	USF1	GLI1	Experimental	PMID20584335
TF-gene	USF1	HOXB4	Experimental	PMID20584335
TF-gene	USF1	HOXB7	Experimental	PMID20584335
TF-gene	USF1	IGF2R	Experimental	PMID20584335
TF-gene	USF1	ISG20	Experimental	PMID20584335
TF-gene	USF1	CIITA	Experimental	PMID20584335
TF-gene	USF1	MYC	Experimental	PMID20584335
TF-gene	USF1	SERPINE1	Experimental	PMID20584335
TF-gene	USF1	PF4	Experimental	PMID20584335
TF-gene	USF1	PIGR	Experimental	PMID20584335
TF-gene	USF1	PTGDS	Experimental	PMID20584335
TF-gene	USF1	RFC1	Experimental	PMID20584335
TF-gene	USF1	S100A6	Experimental	PMID20584335
TF-gene	USF1	SLC19A1	Experimental	PMID20584335
TF-gene	USF1	SOX3	Experimental	PMID20584335
TF-gene	USF1	SSFA2	Experimental	PMID20584335
TF-gene	USF1	TERT	Experimental	PMID20584335
TF-gene	USF1	TOP3A	Experimental	PMID20584335
TF-gene	USF1	TYR	Experimental	PMID20584335
TF-gene	USF1	TRIM25	Experimental	PMID20584335
TF-gene	USF1	APOA5	Experimental	PMID20584335
TF-gene	USF1	LCRB	Experimental	PMID20584335
TF-gene	USF2	APOA2	Experimental	PMID20584335
TF-gene	USF2	APOC3	Experimental	PMID20584335
TF-gene	USF2	APP	Experimental	PMID20584335
TF-gene	USF2	ASPH	Experimental	PMID20584335
TF-gene	USF2	AVP	Experimental	PMID20584335
TF-gene	USF2	BRCA2	Experimental	PMID20584335
TF-gene	USF2	GLI1	Experimental	PMID20584335
TF-gene	USF2	HOXB4	Experimental	PMID20584335
TF-gene	USF2	IGF2R	Experimental	PMID20584335
TF-gene	USF2	PF4	Experimental	PMID20584335
TF-gene	USF2	PIGR	Experimental	PMID20584335
TF-gene	USF2	S100A6	Experimental	PMID20584335
TF-gene	USF2	TERT	Experimental	PMID20584335
TF-gene	USF2	CXCR4	Experimental	PMID20584335
TF-gene	USF2	APOA5	Experimental	PMID20584335
TF-gene	VDR	BGLAP	Experimental	PMID20584335
TF-gene	VDR	CDKN1A	Experimental	PMID20584335
TF-gene	VDR	CYP3A7	Experimental	PMID20584335
TF-gene	VDR	CYP2B6	Experimental	PMID20584335
TF-gene	VDR	CYP3A4	Experimental	PMID20584335
TF-gene	VDR	GNRH1	Experimental	PMID20584335
TF-gene	VDR	IGFBP1	Experimental	PMID20584335
TF-gene	VDR	NOS2	Experimental	PMID20584335
TF-gene	VDR	POU1F1	Experimental	PMID20584335
TF-gene	VDR	PPARD	Experimental	PMID20584335
TF-gene	VDR	TRPV6	Experimental	PMID20584335
TF-gene	WT1	GADD45A	Experimental	PMID20584335
TF-gene	WT1	FOXD1	Experimental	PMID20584335
TF-gene	WT1	IGF2	Experimental	PMID20584335
TF-gene	WT1	PDGFA	Experimental	PMID20584335
TF-gene	WT1	SMO	Experimental	PMID20584335
TF-gene	XPA	ABCB1	Experimental	PMID20584335
TF-gene	XRCC5	ATP7B	Experimental	PMID20584335
TF-gene	XRCC5	CYP1A1	Experimental	PMID20584335
TF-gene	YY1	NAT1	Experimental	PMID20584335
TF-gene	YY1	PARP1	Experimental	PMID20584335
TF-gene	YY1	FAS	Experimental	PMID20584335
TF-gene	YY1	CDKN2A	Experimental	PMID20584335
TF-gene	YY1	CETP	Experimental	PMID20584335
TF-gene	YY1	CLC	Experimental	PMID20584335
TF-gene	YY1	CSF2	Experimental	PMID20584335
TF-gene	YY1	CYBB	Experimental	PMID20584335
TF-gene	YY1	DBH	Experimental	PMID20584335
TF-gene	YY1	FCER1A	Experimental	PMID20584335
TF-gene	YY1	FOS	Experimental	PMID20584335
TF-gene	YY1	GAA	Experimental	PMID20584335
TF-gene	YY1	HOXB7	Experimental	PMID20584335
