gene	specific tissue
RP11-626H12.3	Testis
ARHGAP26-IT1	Testis
CTC-379B2.4	Muscle - Skeletal
CT49	Testis
AC098872.3	Testis
RP11-27M9.1	Testis
RP11-315L6.1	Testis
NPIPB1P	Testis
RP11-347H15.4	Testis
RP11-347H15.5	Testis
RP11-347H15.2	Testis
AC004051.2	Testis
RP11-974F13.5	Testis
AP000648.6	Testis
EIF4A1P6	Testis
RP11-101O21.1	Testis
EIF4A1P9	Testis
KRT18P1	Testis
CTD-2534I21.9	Testis
RP3-437C15.2	Testis
RP11-445N18.3	Testis
RP11-445N18.7	Testis
LRRC3C	Testis
RP11-706F1.1	Testis
USP24P1	Testis
CTA-342B11.2	Testis
OSBPL9P4	Testis
CTA-342B11.1	Testis
RP11-146I2.1	Testis
RP11-311B14.1	Cervix - Ectocervix
RP11-279F6.3	Prostate
RP11-482E14.2	Testis
RP11-482E14.1	Testis
PPIAP13	Muscle - Skeletal
LRRC30	Muscle - Skeletal
RP11-474C8.3	Testis
RP11-474C8.5	Testis
RP11-700H13.1	Testis
RP1-168P16.3	Testis
RP11-403P13.1	Heart - Atrial Appendage
RP1-168P16.1	Testis
RP11-477N12.3	Testis
RP1-296L11.1	Testis
RP11-24P14.1	Testis
OR6S1	Cells - EBV-transformed lymphocytes
RP11-244B22.14	Testis
AL591704.7	Testis
RP11-113E21.1	Testis
RP11-649A18.4	Cells - EBV-transformed lymphocytes
RN7SKP146	Testis
MIR4526	Testis
MAGEA10	Testis
LINC01069	Testis
CTB-167G5.5	Bladder
LINC01065	Testis
LINC01066	Testis
RNU6-1022P	Pancreas
RP1-37J18.2	Testis
RP5-1046G13.2	Brain - Cerebellum
RP1-37J18.1	Testis
RP11-670N15.1	Testis
MOXD2P	Testis
KIAA1024L	Brain - Hypothalamus
AC007364.1	Testis
CTD-2143L24.1	Testis
RP11-436A7.1	Testis
AC025811.2	Pancreas
RNU6ATAC38P	Testis
RP11-6N13.4	Testis
RP11-6N13.1	Testis
RP11-326K13.2	Testis
PRDM7	Testis
RP3-343K2.4	Testis
RP11-53L24.1	Testis
STPG2-AS1	Testis
AP000470.2	Testis
RP11-171N4.3	Testis
RP11-505C13.1	Testis
RP11-59J16.1	Testis
RP11-59J16.2	Testis
RP11-78A19.2	Testis
CTAGE16P	Testis
AL033381.1	Testis
RPS6P8	Testis
RP11-323I1.1	Testis
RP11-665I14.1	Testis
ZNF734P	Testis
RP1-172B20.6	Testis
LINC00331	Testis
RPL7AP34	Liver
C3orf65	Testis
AC069394.1	Testis
CTD-2316B1.2	Brain - Cerebellum
ADAD1	Testis
RP11-180I22.2	Testis
AL645859.1	Fallopian Tube
RP11-307P22.1	Cells - EBV-transformed lymphocytes
AC108448.3	Nerve - Tibial
RP1-177A13.1	Brain - Nucleus accumbens (basal ganglia)
CTD-2572N17.1	Testis
RP11-466A19.3	Testis
SLC6A21P	Testis
KB-1930G5.3	Testis
CTC-295J13.3	Cervix - Endocervix
MBD3L3	Testis
XXbac-BPG254F23.7	Testis
KB-1930G5.4	Prostate
ZNF385D-AS1	Testis
ZNF385D-AS2	Testis
RP11-589C21.5	Testis
RP11-589C21.1	Testis
C15orf32	Testis
RP11-14D22.1	Testis
RP11-608O21.1	Testis
RP11-323D18.5	Cells - EBV-transformed lymphocytes
RP11-181B11.2	Pituitary
FBXO47	Testis
AC005281.1	Testis
RP11-430G17.1	Testis
RP11-474I11.7	Testis
AC069277.2	Testis
SNORD11	Cells - EBV-transformed lymphocytes
SNORD13	Cells - EBV-transformed lymphocytes
OR8K2P	Testis
AL161645.1	Esophagus - Mucosa
RP3-430A16.1	Testis
RP11-1O2.1	Testis
OR2J2	Testis
RP5-1059H15.1	Testis
RP11-529H20.3	Testis
RP11-150L8.4	Testis
RP11-356K23.2	Testis
RP11-10K17.6	Testis
LACRT	Skin - Sun Exposed (Lower leg)
MEP1AP2	Testis
AL157902.3	Testis
RP11-242F11.2	Testis
ZNF861P	Testis
CTC-429P9.4	Testis
ELK2AP	Testis
RP5-1049G16.4	Skin - Not Sun Exposed (Suprapubic)
AC007952.5	Cervix - Endocervix
RP1-68D18.3	Testis
AC074389.5	Testis
PGA5	Stomach
MXRA5P1	Thyroid
FAM154A	Testis
VCX3A	Testis
RP11-642C5.1	Cervix - Endocervix
RP11-556E13.1	Brain - Spinal cord (cervical c-1)
PMCHL1	Testis
DPPA3P3	Nerve - Tibial
DPPA3P2	Testis
RP11-501M7.1	Testis
FAM71B	Testis
FAM71C	Testis
PSMC1P10	Testis
RP11-205K6.1	Testis
RP11-47K11.2	Testis
RP11-69A21.2	Testis
CTD-3187F8.12	Testis
CTD-3187F8.11	Testis
BTBD7P1	Testis
AP000221.1	Cells - EBV-transformed lymphocytes
SPATA31D5P	Testis
RP11-350A1.2	Testis
CSTL1	Testis
RP11-340I6.3	Testis
CCL3L3	Cells - EBV-transformed lymphocytes
AC012456.3	Testis
AC107072.2	Esophagus - Mucosa
CTD-2207A17.1	Testis
AC008154.4	Testis
AP000235.2	Testis
RP11-20A20.2	Testis
RP5-905N1.2	Testis
RP11-11K13.1	Testis
PTH	Stomach
AC007078.4	Testis
RPL9P5	Pituitary
RP11-16B13.1	Testis
AC096649.3	Testis
RP11-48F14.1	Testis
RNU1-1	Testis
IMPDH1P4	Testis
TMPRSS12	Testis
RP11-164H5.1	Testis
RP3-453P22.2	Testis
SNORA71	Testis
ANKRD20A2	Testis
CTD-2583P5.1	Testis
RP11-299A16.1	Cells - EBV-transformed lymphocytes
RP11-351O1.4	Brain - Cerebellum
RP11-351O1.3	Brain - Cerebellum
CRIP1P4	Testis
FOXR1	Testis
FOXR2	Testis
OR11A1	Testis
RN7SL250P	Cervix - Endocervix
OPN5	Testis
RP11-153N17.1	Testis
RP11-149A7.2	Testis
RP4-651E10.3	Esophagus - Mucosa
RP11-282K24.2	Testis
TMEM30C	Testis
CACNA1C-AS4	Testis
AC023347.1	Testis
RP11-953B20.2	Testis
LRRC37A13P	Testis
LYZL6	Testis
RP11-179B15.2	Skin - Not Sun Exposed (Suprapubic)
RP11-376O6.2	Testis
LYZL1	Testis
LYZL2	Testis
RP11-108M9.2	Testis
NUP210L	Testis
AC073869.20	Testis
TEX33	Testis
TEX37	Testis
LL22NC03-23C6.13	Testis
TEX35	Testis
U66059.58	Testis
CTB-91J4.3	Testis
SSXP9	Testis
AC067968.3	Testis
AC112198.1	Kidney - Cortex
CICP8	Testis
AP001425.14	Testis
CLIC1P1	Testis
RP11-24J23.2	Testis
RP11-394G3.2	Testis
SHCBP1L	Testis
RP11-782C8.6	Ovary
RP11-785H20.1	Testis
RP11-405L18.2	Cells - Transformed fibroblasts
RBMX2P5	Testis
TIMM8BP2	Heart - Left Ventricle
CTD-2297D10.1	Kidney - Cortex
CTC-420A11.2	Prostate
AC087073.1	Testis
ZCCHC13	Testis
AP000290.7	Testis
RP11-63A2.2	Testis
KB-1299A7.2	Testis
MTND1P11	Testis
MTND1P13	Testis
MTND1P12	Minor Salivary Gland
CCDC140	Brain - Cerebellum
MTND1P19	Brain - Cerebellum
CDRT8	Testis
HNRNPA3P16	Testis
RP11-161I10.1	Testis
GS1-39E22.1	Testis
RP11-138E9.2	Testis
CTD-2168K21.1	Testis
RP11-96A1.5	Testis
RP11-249L21.4	Cervix - Endocervix
RPS16P9	Testis
MTUS2-AS2	Pituitary
RP11-272D12.1	Testis
LINC01087	Testis
UFL1-AS1	Testis
RP11-98J9.1	Testis
RP11-98J9.2	Testis
RP11-98J9.3	Testis
RP11-96J19.4	Adipose - Subcutaneous
RPS7P7	Thyroid
RP11-844G16.1	Testis
HMGN2P27	Testis
CTD-2154B17.1	Testis
RP4-598G3.1	Testis
TDGF1P6	Kidney - Cortex
TDGF1P2	Testis
RP11-382N13.2	Testis
RP11-382N13.6	Testis
RP11-161D15.2	Testis
RP11-96B5.4	Testis
LINC00687	Testis
RP11-798K23.1	Testis
RP11-798K23.3	Testis
AC003092.2	Pituitary
C17orf112	Testis
AC006014.10	Testis
RP11-436P7.1	Testis
RP11-513O17.3	Testis
RNU6-372P	Adrenal Gland
IGLV1-62	Spleen
CTAGE10P	Testis
LINC00355	Testis
LINC00351	Testis
LINC00350	Testis
RP11-451G4.1	Testis
LINC00358	Testis
RP11-553K8.5	Testis
GUSBP10	Testis
GUSBP12	Testis
TRAPPC2P2	Testis
CTD-2333M24.1	Testis
FMR1NB	Testis
RP11-703G6.1	Testis
OR5H5P	Testis
AC005863.2	Testis
AC005863.1	Minor Salivary Gland
AC012506.1	Testis
AC012506.3	Testis
AC012506.4	Testis
XXbac-B33L19.4	Testis
RP11-48B3.2	Liver
AP000431.2	Testis
SLC22A25	Liver
RN7SL523P	Testis
RP11-753D20.1	Testis
AC093074.1	Testis
CTC-448F2.3	Testis
CTD-2374C24.1	Testis
GS1-594A7.5	Testis
RFKP1	Brain - Cerebellum
CTC-529L17.2	Cells - Transformed fibroblasts
NMNAT1P1	Thyroid
AC006004.1	Testis
RP11-173E2.1	Testis
RP11-432A8.2	Testis
RP11-756P10.5	Testis
RP11-756P10.4	Testis
RP11-756P10.2	Testis
RP11-812E19.3	Testis
MAGEA6	Testis
LL22NC03-86D4.1	Testis
AC018742.1	Testis
RP11-756K15.2	Testis
RP11-813N20.3	Kidney - Cortex
RP11-813N20.1	Liver
RP11-436H11.1	Testis
RP11-436H11.2	Testis
RP11-760D2.10	Testis
RP11-760D2.11	Testis
RP11-760D2.12	Testis
RDH8	Testis
RP11-736E3.1	Kidney - Cortex
CTD-2284O10.3	Cervix - Endocervix
TRBVB	Testis
RP11-624J12.1	Testis
C9orf153	Testis
AC022816.2	Liver
RNA5-8SP3	Pancreas
RP11-13A1.3	Brain - Anterior cingulate cortex (BA24)
MIR4751	Liver
SUCLA2P1	Testis
TGM7	Testis
OR2D2	Testis
RP11-146E13.3	Testis
RP11-162J8.2	Testis
FOXI3	Testis
RP11-290K4.2	Testis
RP11-1299A16.1	Testis
RP11-465K16.1	Testis
RP11-284A20.1	Testis
OR5AC2	Testis
RP13-444H2.1	Testis
RP11-413P11.1	Testis
ELSPBP1	Testis
RP11-52J3.3	Testis
AC015849.12	Testis
AC013402.4	Testis
AC013402.5	Testis
RPS4XP21	Testis
AC013402.3	Testis
AC005301.8	Testis
RP11-254A17.1	Testis
RP11-480I12.10	Testis
DKFZP434O1614	Testis
RP11-88H10.3	Esophagus - Mucosa
CTB-11I22.1	Testis
RP11-397J20.1	Testis
RP11-194G10.3	Testis
RN7SL678P	Testis
CCL1	Testis
RP11-265N6.4	Testis
CTD-2009A10.1	Brain - Nucleus accumbens (basal ganglia)
TBC1D3P1-DHX40P1	Testis
RP11-63A11.1	Kidney - Cortex
RP11-209A2.1	Testis
RP11-459O1.2	Whole Blood
CTD-2545H1.1	Testis
OR2AG2	Testis
RP5-884M6.1	Testis
RP11-342M1.7	Testis
RP11-244H18.4	Testis
PPP1R14BP5	Cervix - Endocervix
PPP1R14BP2	Testis
RP11-26M5.2	Testis
AC100802.3	Testis
RP11-451B8.1	Pituitary
CDC27P1	Testis
RPS26P11	Cells - EBV-transformed lymphocytes
OR10G4	Pancreas
OR10G3	Pituitary
RPL7AP7	Testis
AL050302.1	Testis
AC097532.2	Testis
RP11-109P6.2	Testis
RP11-359J6.1	Testis
DNAJB8	Testis
RP11-20G6.2	Testis
AC007014.1	Testis
RP11-730K11.1	Cells - EBV-transformed lymphocytes
ZNF807	Testis
CTC-457E21.10	Testis
RP11-451L19.1	Testis
TSEN2P1	Testis
PAWRP1	Testis
RP4-640H8.2	Testis
RP11-343C2.10	Adrenal Gland
RP11-39H13.1	Testis
RP11-22M7.2	Testis
PMCHL2	Testis
RPL36AP48	Testis
CTD-2006O16.2	Testis
RP11-393J16.4	Testis
RP11-628E19.2	Testis
RP11-445P17.6	Liver
GJA10	Testis
RN7SL555P	Testis
LL22NC03-24A12.8	Spleen
SLC9A9-AS1	Testis
RP11-357H3.1	Testis
RP11-134D3.1	Testis
KRT8P32	Stomach
KRT8P31	Brain - Cerebellum
RP11-713M6.2	Testis
RP11-77A13.1	Lung
RP11-23I7.1	Testis
RP11-1338A24.1	Testis
RP11-15K2.2	Lung
CACNA1C-IT1	Testis
CACNA1C-IT3	Testis
RP1-102K2.6	Testis
RP5-1027G4.3	Testis
RN7SL278P	Artery - Aorta
RP11-467N20.1	Testis
RP11-467N20.5	Testis
AC011998.1	Testis
LRRC72	Testis
RN7SL352P	Testis
RNA5SP71	Testis
ZAR1L	Testis
PWWP2AP1	Testis
RP11-459F6.1	Testis
AC073150.6	Testis
OR2AS1P	Cells - EBV-transformed lymphocytes
RP11-443G13.2	Testis
OR5AO1P	Spleen
AC138472.6	Testis
AC138472.4	Adrenal Gland
CTD-2363C16.1	Testis
RP11-10J5.1	Testis
RP11-361A21.1	Cells - EBV-transformed lymphocytes
VN1R40P	Testis
RP11-543N12.1	Testis
RP11-468I15.1	Testis
RP11-369E15.2	Testis
RPL13P2	Testis
OR7E158P	Brain - Frontal Cortex (BA9)
RP11-597K23.2	Testis
AP000474.1	Testis
RP11-122M14.3	Testis
RP11-64D24.4	Testis
RP3-470L22.1	Testis
RP11-374M1.3	Testis
RP11-347L18.1	Testis
RP11-666A1.4	Testis
AC008132.1	Testis
RP5-1092A11.2	Cells - EBV-transformed lymphocytes
SEPHS2P1	Testis
RP11-384J4.1	Testis
RP11-384J4.2	Testis
MTND6P5	Testis
RP11-239E10.3	Esophagus - Mucosa
LINC00112	Testis
SIGLEC20P	Testis
CTD-2643K12.2	Testis
HMGN3P1	Testis
MIR662	Brain - Cortex
GOLGA8UP	Testis
RP11-203E8.1	Small Intestine - Terminal Ileum
LINC00379	Kidney - Cortex
LINC00378	Testis
RP11-241G9.3	Thyroid
LINC00376	Testis
LINC00375	Testis
ASNSP5	Cervix - Ectocervix
ASNSP4	Testis
ASNSP1	Testis
RP11-6D1.3	Testis
RP11-665C16.1	Testis
RP11-768G7.2	Testis
RP11-768G7.3	Testis
RP11-665C16.8	Testis
RP11-550F7.1	Whole Blood
KRTAP8-1	Testis
GDF2	Liver
RP11-862G15.1	Testis
RP11-179A16.1	Testis
RSL24D1P2	Ovary
RP11-85I21.1	Testis
RP11-64J4.2	Testis
RP11-739N10.1	Testis
RP11-645N11.3	Testis
RP11-703C10.1	Testis
CSH2	Testis
CSH1	Pituitary
AC007431.1	Testis
RP11-421N8.2	Testis
C3orf22	Testis
MED15P4	Testis
MED15P3	Testis
MED15P1	Testis
MED15P8	Testis
SSX4	Testis
SSX5	Testis
SSX2	Testis
SSX3	Testis
SSX1	Testis
SSX8	Testis
SSX9	Testis
RP11-67M9.1	Testis
MROH9	Testis
RPS2P6	Testis
MS4A5	Testis
RP11-308B16.2	Testis
DNTT	Testis
NEFLP1	Spleen
NDFIP2-AS1	Testis
RP11-96C23.10	Heart - Atrial Appendage
RP11-174G17.2	Testis
AC006455.1	Testis
OR8B12	Testis
RP11-60H5.1	Testis
RP11-529E10.7	Testis
AL162151.4	Testis
CTC-523E23.9	Testis
RP11-439A17.10	Whole Blood
RP11-7C6.1	Testis
AP000770.1	Testis
CTC-523E23.6	Testis
CTC-523E23.5	Testis
RP11-449I17.5	Fallopian Tube
RP11-299D14.2	Testis
NARG2P2	Testis
RP11-147G16.1	Cells - EBV-transformed lymphocytes
SDR16C6P	Testis
IGKV7-3	Spleen
CCDC63	Testis
RP11-358M3.1	Testis
AF064860.5	Pancreas
DDX6P1	Testis
RP11-177F15.1	Testis
SLC35A1	Testis
NXF4	Testis
RP11-16E23.3	Brain - Cerebellum
RNA5SP507	Small Intestine - Terminal Ileum
AIG1P1	Cervix - Ectocervix
AC007403.3	Pancreas
AC007403.1	Testis
RP11-540O11.7	Testis
XXyac-YR29IB3.1	Testis
OR2F1	Testis
OR2F2	Testis
RP11-474D1.2	Testis
RP11-474D1.4	Brain - Cerebellum
ATP5LP7	Stomach
CTC-229L21.1	Testis
AC002115.9	Testis
AC078925.1	Testis
RP11-413E1.4	Testis
CTD-2061E9.1	Testis
CHEK2P2	Testis
RP11-1B20.1	Testis
RP5-1027O11.1	Brain - Anterior cingulate cortex (BA24)
CTB-73N10.1	Testis
GEMIN8P2	Testis
CTC-303L1.1	Pituitary
RP11-324J13.2	Testis
OR10A3	Skin - Sun Exposed (Lower leg)
RP11-114F10.2	Artery - Aorta
OR10A4	Testis
RN7SL127P	Nerve - Tibial
MIR27A	Skin - Not Sun Exposed (Suprapubic)
RPL5P18	Pituitary
XXbac-BPG308K3.6	Testis
RP4-595K12.2	Testis
AC068831.12	Pancreas
RP11-826N14.1	Testis
CTB-193M12.1	Testis
SNORA38	Testis
RP11-746M1.8	Testis
RP11-276H19.4	Testis
RP11-247C2.1	Testis
CTD-2227I18.1	Testis
KCNAB1-AS2	Testis
AL022344.5	Testis
GAGE13	Testis
CTD-2231E14.5	Fallopian Tube
CTD-2231E14.4	Testis
AL022344.2	Testis
RP11-47P18.2	Testis
IGHV1-12	Spleen
IGHV1-17	Spleen
RP11-47P18.1	Testis
ANP32BP3	Testis
RP11-248J23.5	Testis
RP4-676J13.2	Testis
ANP32D	Testis
RP11-476F14.1	Testis
RP11-509J21.2	Testis
RP5-1052M9.4	Testis
AC068042.1	Testis
RP11-125N22.4	Testis
RP11-627D16.1	Artery - Aorta
RPL36AP29	Testis
PRR23C	Testis
PRR23B	Testis
RP11-39K24.2	Testis
RP11-39K24.4	Testis
AC233263.1	Esophagus - Mucosa
RP11-507M3.1	Testis
RP11-344G13.1	Testis
IQCJ	Testis
CTD-2651C21.3	Cells - Transformed fibroblasts
CTD-2576F9.2	Testis
RP11-26P13.2	Cells - Transformed fibroblasts
TUBB8P8	Testis
GPR119	Pancreas
RP11-673E11.2	Testis
MMP13	Pituitary
RNU4-48P	Brain - Cerebellum
RP11-238I10.1	Heart - Atrial Appendage
COX7B2	Testis
RUVBL1-AS1	Testis
AC009237.10	Thyroid
AC009237.16	Thyroid
RP11-540K16.1	Cells - EBV-transformed lymphocytes
RP11-72I2.1	Testis
RNU6-1079P	Prostate
KCNK18	Brain - Nucleus accumbens (basal ganglia)
RP11-96G10.1	Testis
RP11-548L20.1	Liver
RP5-1049N15.2	Pituitary
RPL10P1	Spleen
RP11-100M12.1	Testis
RP11-699F16.2	Testis
RP11-558O12.1	Testis
RP11-30K9.1	Testis
AC018804.3	Prostate
RP11-424I19.1	Testis
RP11-383C5.3	Testis
RP11-115D7.3	Testis
HMGN2P7	Brain - Cerebellar Hemisphere
OR7E156P	Testis
RP11-760D2.1	Testis
RP11-613D13.4	Testis
RP11-760D2.7	Testis
RP11-760D2.4	Testis
RP11-760D2.5	Testis
RP11-424D14.1	Testis
THOC7-AS1	Ovary
AC007795.1	Testis
RP5-951N9.1	Testis
RP4-705F19.1	Testis
RP11-642E20.5	Pituitary
OR5BH1P	Pituitary
AL445989.1	Testis
RP11-360O19.4	Testis
RP11-360O19.5	Prostate
RP11-184B22.2	Testis
AF277315.13	Testis
ARPC3P5	Muscle - Skeletal
C1orf65	Testis
OR7E33P	Testis
RP11-196G18.21	Whole Blood
KNOP1P1	Testis
CRISP1	Testis
AC090696.2	Testis
RP11-606D9.1	Testis
DRAXINP1	Testis
IL31	Testis
MIR645	Cervix - Ectocervix
GPR50-AS1	Pituitary
LINC00392	Testis
LINC00395	Testis
LINC00399	Testis
RP11-317J19.1	Testis
AC061975.7	Testis
AC073331.2	Testis
RNU2-37P	Fallopian Tube
RBMY1F	Testis
RP11-297H3.3	Testis
RP11-678G15.2	Thyroid
UBBP2	Testis
MCCD1	Kidney - Cortex
RP11-531A21.3	Cells - EBV-transformed lymphocytes
RP11-531A21.2	Cells - EBV-transformed lymphocytes
RP11-678B3.3	Testis
OR52L2P	Testis
AP005019.4	Thyroid
CSF2	Lung
AC017002.4	Testis
AC013269.5	Testis
GAPDHP24	Testis
AC013269.1	Testis
GAPDHP20	Pituitary
AC138783.11	Testis
RP11-444A22.1	Testis
RP11-501O2.5	Testis
RP11-501O2.3	Testis
RP11-501O2.1	Testis
RP4-745K6.1	Testis
TPRKBP2	Whole Blood
RP11-467L13.4	Colon - Transverse
DDX53	Testis
RP11-722P11.4	Testis
ZNF101P2	Brain - Cerebellum
AC019055.1	Testis
RP11-254F7.1	Liver
CNGA2	Testis
SNORD77	Testis
RP11-97E7.2	Testis
MIR3180-1	Testis
RP11-818C3.1	Testis
RP11-702L6.4	Testis
RP11-315I14.2	Testis
RP11-211G3.3	Testis
RP11-216P16.6	Testis
RP11-216P16.4	Testis
RP11-96D24.1	Testis
RP11-567N4.2	Pituitary
AC105342.1	Testis
RP11-646J21.7	Testis
RP11-646J21.6	Testis
RP11-646J21.5	Testis
RP11-646J21.4	Testis
RP11-646J21.3	Testis
RP11-646J21.2	Testis
MTND1P4	Testis
RP5-1053E7.3	Testis
AC002480.2	Testis
AC009305.1	Testis
RP11-309H21.2	Testis
RP11-316M21.9	Testis
RP11-27P7.1	Testis
CTD-2320J21.1	Testis
RP11-552I14.1	Testis
CTA-714B7.5	Testis
RP11-461L18.1	Testis
MRPS10P1	Testis
RP11-506O24.2	Uterus
AL353997.3	Testis
AC006227.1	Thyroid
RP11-702F3.4	Testis
RP11-63A1.2	Testis
OR7E83P	Thyroid
RP11-326N17.1	Testis
RP11-313E19.2	Testis
RP11-191N8.2	Testis
DGAT2L7P	Small Intestine - Terminal Ileum
TBC1D3P5	Testis
TBC1D3P4	Testis
TBC1D3P1	Testis
MRPS36P2	Testis
RP11-63B13.1	Testis
AC078842.4	Testis
RP11-225N10.1	Testis
RP11-456H18.1	Testis
RP11-588G21.2	Testis
RP11-1060J15.7	Testis
RP11-32B5.2	Testis
RNU6-1132P	Testis
RP11-753N8.1	Testis
RP11-272J7.4	Testis
RP11-392B6.1	Testis
RN7SKP44	Pituitary
RN7SL129P	Artery - Aorta
RP11-978I15.10	Testis
TRBV5-3	Testis
RP11-5N19.3	Skin - Not Sun Exposed (Suprapubic)
AC020915.2	Testis
RP11-342D11.3	Whole Blood
MIR519A2	Testis
TRERNA1	Testis
RP11-358M11.3	Testis
RP11-358M11.4	Testis
RP11-91H12.3	Testis
RP11-91H12.4	Pituitary
RP11-535C7.1	Testis
OR7E104P	Testis
OR51I1	Testis
RP11-135A1.3	Testis
RP11-465I4.3	Testis
RP11-35O7.1	Testis
RP11-282C5.1	Testis
RP11-506H20.2	Cervix - Endocervix
RP11-255A11.2	Testis
WI2-2373I1.2	Testis
RP11-264C15.2	Testis
RPS2P1	Testis
CTD-2057J6.1	Testis
RP1-209B5.2	Adrenal Gland
AC112721.1	Cells - Transformed fibroblasts
AC112721.2	Cells - Transformed fibroblasts
RP11-56L13.7	Testis
CTD-2010I22.2	Testis
RP11-159D23.2	Testis
AC003664.1	Testis
PCDH9-AS4	Testis
PCDH9-AS2	Liver
PCDH9-AS3	Testis
RP11-408J6.1	Testis
AC008834.1	Testis
CTD-2542C24.8	Testis
CTD-2542C24.7	Testis
RP11-362K2.2	Testis
AC006372.4	Testis
AC006372.1	Testis
RPL29P7	Testis
RPL29P3	Testis
RN7SL78P	Testis
OR1E1	Testis
PSMA2P2	Testis
AB019440.50	Testis
RN7SL356P	Heart - Atrial Appendage
HIST1H2APS1	Testis
RP13-228J13.10	Brain - Cerebellum
RP11-16L9.2	Testis
RP11-105C20.2	Testis
RPL31P12	Brain - Cerebellar Hemisphere
CSAG4	Testis
RP11-203H2.1	Testis
AC016710.1	Testis
RP1-34L19.1	Testis
RP11-747D18.1	Colon - Transverse
RP11-65D24.2	Testis
RP11-65D24.1	Testis
AC110792.1	Skin - Not Sun Exposed (Suprapubic)
TGIF2LY	Testis
TGIF2LX	Testis
RP11-386G21.1	Testis
RP11-386G21.2	Testis
RP11-555K12.2	Whole Blood
GPX6	Testis
RN7SL753P	Cells - EBV-transformed lymphocytes
RP11-30G8.1	Thyroid
RP11-30G8.2	Testis
RP11-363J17.1	Testis
RP11-466F5.6	Testis
RP11-183G22.1	Testis
TRAV34	Whole Blood
ISPD-AS1	Testis
SLC25A3P1	Testis
RP11-415K20.1	Pituitary
RP11-202D1.2	Testis
RP11-202D1.3	Testis
RP11-409K20.6	Brain - Cerebellum
OR7D1P	Testis
AC017053.1	Testis
RP1-154K9.2	Kidney - Cortex
RP11-738G5.1	Testis
RP11-66B24.5	Kidney - Cortex
RP11-553E24.3	Testis
CTD-2296D1.4	Testis
CTD-2296D1.5	Testis
CTD-2296D1.3	Testis
CTD-2296D1.1	Testis
KRT26	Testis
KRT25	Testis
RP11-127O4.2	Testis
AF224669.3	Cells - EBV-transformed lymphocytes
RNU1-83P	Testis
RP4-806M20.3	Cells - EBV-transformed lymphocytes
RP4-654H19.2	Testis
OR5AK1P	Spleen
AC092168.3	Testis
AC092168.4	Testis
CTD-2383I20.1	Testis
RP11-653G8.2	Testis
AC113167.1	Testis
RP11-114M1.2	Skin - Sun Exposed (Lower leg)
RP11-1078H9.6	Testis
RP11-1078H9.1	Testis
AC092675.4	Pituitary
ODF3	Testis
RP11-344L13.2	Testis
OR7E31P	Testis
LINC00841	Testis
AC011290.4	Testis
ATP2B2-IT1	Testis
ATP2B2-IT2	Testis
RP11-61G23.1	Testis
USF1P1	Testis
RP11-412H9.2	Testis
OR4M2	Testis
OR4M1	Testis
RP11-293F5.8	Testis
RP11-251P6.1	Testis
RP11-305P14.1	Testis
AC090286.4	Kidney - Cortex
MTND2P6	Testis
FAM177A1P1	Testis
RP11-561C5.7	Cervix - Endocervix
CGB5	Testis
CGB1	Testis
CGB2	Testis
RP11-35D5.1	Testis
CLEC6A	Whole Blood
RN7SL543P	Skin - Sun Exposed (Lower leg)
RP11-749H17.2	Testis
RP11-385M4.1	Testis
RP11-385M4.3	Testis
GAPDHP48	Testis
GAPDHP45	Testis
AL928742.1	Small Intestine - Terminal Ileum
RN7SL823P	Prostate
RP11-508N22.9	Testis
RP11-508N22.8	Testis
IGLVIV-59	Testis
RP11-434O22.2	Testis
RP5-1085F17.4	Testis
RP11-90H3.2	Testis
RP13-653N12.1	Testis
RP13-653N12.2	Testis
BHLHE23	Testis
RP11-689E3.2	Testis
RP11-3L23.2	Testis
GS1-600G8.4	Testis
GS1-600G8.3	Testis
RP11-301A5.2	Ovary
ZIK1P1	Testis
RP11-304M2.6	Testis
RP11-304M2.3	Testis
U91324.1	Liver
AC007250.4	Testis
RP11-284G10.1	Testis
RP11-354I13.2	Testis
RP11-527H14.6	Testis
RP11-527H14.1	Spleen
AC024619.2	Testis
RN7SL22P	Testis
OSTCP6	Brain - Cerebellum
OSTCP2	Pituitary
SNX18P27	Testis
RP11-4F22.2	Testis
NAALADL2-AS2	Cells - EBV-transformed lymphocytes
NAALADL2-AS3	Testis
NAALADL2-AS1	Testis
RP4-675G8.2	Testis
RP11-321C24.1	Testis
GS1-542M4.4	Testis
OR7D2	Testis
RP11-879F14.1	Testis
OR7D4	Testis
RP1-90L14.1	Artery - Coronary
RP11-420K14.8	Testis
CTD-2023M8.1	Cells - EBV-transformed lymphocytes
RP11-1277H1.3	Testis
SRGAP3-AS3	Testis
IGLVIVOR22-2	Testis
IGLVIVOR22-1	Cells - EBV-transformed lymphocytes
OR9N1P	Testis
CTC-305H11.1	Testis
RP11-318C2.1	Testis
RN7SKP68	Testis
RP11-242C24.2	Brain - Cerebellum
AP000351.13	Testis
OR51B5	Testis
RNU6-96P	Testis
SEPT7P8	Whole Blood
AC007365.1	Testis
AGGF1P4	Testis
AC068718.1	Testis
RPL10P14	Testis
AC073094.4	Testis
HNRNPCL1	Testis
OR7E106P	Testis
RP3-347M6.1	Testis
RP11-420O16.2	Testis
RP11-420O16.1	Testis
RP11-669M16.1	Spleen
RP11-381P6.1	Testis
AC011518.1	Testis
RP11-368M16.9	Testis
RP11-368M16.8	Testis
