gene	specific tissue
RP11-368M16.5	Testis
RP11-368M16.4	Testis
RP11-368M16.7	Testis
RP11-368M16.6	Testis
RP11-368M16.3	Testis
LINC00459	Testis
RP11-235G24.1	Testis
HES3	Testis
RP11-442J17.3	Testis
LINC00454	Testis
C1orf143	Testis
CTA-276F8.2	Testis
RPL31P28	Testis
RP11-291L22.4	Testis
RP11-434D2.2	Testis
RP11-434D2.3	Testis
WDR52-AS1	Testis
TRIM51	Testis
RP11-112N19.1	Testis
ANKRD44-IT1	Testis
RP11-552M14.1	Testis
CTB-186H2.2	Liver
FAM205CP	Testis
ATP5EP1	Pancreas
IL17F	Testis
RP11-541P9.3	Testis
HMGB1P42	Testis
CTD-2593A12.4	Testis
CTD-2593A12.2	Testis
RP11-159F24.2	Testis
CTD-2384A14.1	Testis
RP11-152C17.1	Testis
RP11-301G19.1	Testis
F9	Liver
TAF1L	Testis
RP11-390N6.1	Small Intestine - Terminal Ileum
AC002306.1	Thyroid
OR14A2	Testis
RP1-90G24.8	Testis
RP1-117P20.3	Testis
ZNF645	Testis
RP11-677N16.1	Brain - Cerebellum
RP1-213J1P__B.1	Muscle - Skeletal
CTC-304I17.4	Testis
CTC-304I17.3	Testis
RP5-859D4.3	Testis
RP11-73B2.7	Testis
RP11-73B2.4	Testis
RP11-73B2.2	Testis
HIST1H3PS1	Cells - EBV-transformed lymphocytes
RP11-305B6.1	Testis
AC011516.1	Testis
C7orf66	Testis
RP1-77H15.1	Testis
RP3-410C9.2	Testis
RP11-142J21.1	Testis
ATP8A2P3	Testis
CTA-392C11.2	Testis
AC005042.5	Skin - Not Sun Exposed (Suprapubic)
CTD-2510F5.2	Testis
RP11-618M23.2	Testis
KB-1205A7.1	Testis
RP11-799P8.1	Testis
ZNF705G	Testis
ZNF705D	Testis
ZNF705B	Testis
ZNF705A	Testis
CYP2A7P1	Liver
RP3-380B8.4	Brain - Spinal cord (cervical c-1)
RP11-15B24.3	Testis
RP11-15B24.1	Testis
RP11-15B24.5	Testis
RP11-15B24.4	Testis
RP11-654D12.2	Testis
RP11-654D12.3	Testis
RN7SL214P	Testis
RP11-99L13.1	Testis
RP11-380D15.3	Adrenal Gland
AC018643.4	Testis
PPP1R12BP1	Testis
RP11-430H10.2	Testis
RP11-160C18.4	Testis
RP4-550H1.5	Testis
RP4-550H1.4	Testis
RP11-685A21.1	Testis
CTC-524C5.5	Testis
LINC00608	Testis
CTD-2014E2.6	Testis
CTD-2014E2.5	Testis
CTD-2014E2.2	Testis
RP11-883G14.4	Liver
RP11-321F6.1	Lung
RP11-240M16.1	Cells - EBV-transformed lymphocytes
RP11-991C1.2	Testis
RP11-991C1.1	Muscle - Skeletal
RP11-983C2.2	Testis
RP11-983C2.3	Testis
RN7SL664P	Testis
RP11-383D22.1	Brain - Spinal cord (cervical c-1)
DGAT2L6	Skin - Not Sun Exposed (Suprapubic)
RP11-281J9.1	Brain - Cerebellum
TRIM49C	Testis
AC012457.2	Testis
AC003973.4	Testis
AC003973.5	Testis
RP11-264K23.1	Testis
CTD-2532D12.4	Spleen
CTD-2532D12.5	Testis
HTN3	Pituitary
RP1-290I10.5	Testis
HTN1	Minor Salivary Gland
RP1-290I10.3	Testis
RP11-977P2.1	Nerve - Tibial
RP11-227H15.7	Testis
RP11-513N24.1	Lung
NLRP5	Testis
NLRP4	Testis
HNRNPA1P2	Testis
RNU2-33P	Small Intestine - Terminal Ileum
RP11-1217F2.9	Testis
LINC00868	Testis
RP11-370K11.1	Testis
RP11-1217F2.3	Testis
RP11-1217F2.1	Testis
RP11-609L3.1	Testis
RP11-603B24.6	Testis
RP11-174O3.3	Testis
CDH23-AS1	Testis
BX276092.2	Testis
AC111155.1	Testis
RP11-90K6.1	Testis
RP1-232N11.2	Testis
RN7SL862P	Lung
RP11-715G15.1	Testis
NLRP13	Testis
RN7SL532P	Uterus
RP11-410C4.4	Testis
BTBD9-AS1	Testis
RP11-375B1.2	Brain - Cerebellum
CTC-209H22.3	Testis
RP3-510L9.1	Testis
RP11-685F15.1	Liver
TMEM247	Testis
RP3-425P12.2	Testis
RP3-425P12.5	Pituitary
RP11-403B2.5	Testis
CTD-3105H18.7	Kidney - Cortex
RP11-1E22.1	Testis
RP3-400B16.3	Testis
RP3-400B16.2	Testis
AC093850.1	Testis
GAPDHP61	Testis
AP002387.1	Testis
DEFB125	Testis
DEFB123	Testis
DEFB122	Testis
DEFB121	Testis
CTD-2632K10.1	Testis
AC011366.3	Testis
APOC2	Liver
RP11-346D6.4	Testis
SLC35G3	Testis
OR8G5	Testis
UBE2DNL	Testis
OR8G1	Testis
CTD-2007A10.1	Testis
RP11-363N22.2	Testis
RP11-627D16.2	Artery - Aorta
RPL34P17	Spleen
FAM90A27P	Testis
RP11-340A13.2	Testis
RP11-1136G4.1	Testis
RP11-570K4.1	Testis
LOC732538	Testis
RP11-313C4.1	Testis
RP11-44N11.1	Testis
RP11-90E9.1	Cells - EBV-transformed lymphocytes
EBLN1	Testis
PAGE2	Testis
PAGE3	Testis
SPDYE2B	Testis
PAGE1	Testis
CTC-454I21.3	Testis
CTC-297N7.7	Muscle - Skeletal
OR7E87P	Brain - Nucleus accumbens (basal ganglia)
RP11-673F18.1	Testis
PGK2	Testis
BSN-AS1	Testis
RP11-806J6.1	Testis
RP11-565A3.2	Testis
RP11-223P11.3	Testis
RP11-344J7.2	Testis
GRAMD4P1	Testis
RN7SKP7	Testis
GRAMD4P8	Testis
RP11-814E24.1	Testis
RP11-814E24.3	Testis
RP11-198M11.2	Testis
CTD-2561J22.1	Brain - Cerebellum
RP11-568J23.6	Testis
RP11-158D2.2	Testis
MAGEC1	Testis
MAGEC2	Testis
AC087499.7	Testis
AC087499.5	Testis
AC087499.9	Testis
AC010423.1	Testis
RP11-724M22.1	Brain - Cerebellum
RP11-697B24.1	Testis
RP11-422J15.1	Testis
OR13D1	Testis
RP11-74K19.1	Testis
MCCD1P1	Ovary
MCCD1P2	Testis
IGKV2D-26	Spleen
RP11-225H22.5	Testis
AL355390.1	Testis
VN1R10P	Testis
MIR212	Pituitary
RNA5SP123	Nerve - Tibial
LINC00470	Testis
RP11-457I16.4	Testis
AC139143.2	Testis
LINC00474	Testis
C1orf167	Testis
LINC00477	Testis
AC010146.1	Testis
RP11-490C5.1	Testis
TCEA1P1	Testis
MIR208A	Heart - Atrial Appendage
AC124997.1	Testis
KB-7G2.8	Testis
RP11-472K22.2	Testis
C2orf78	Testis
RPL7L1P5	Brain - Cerebellum
RP11-815N9.2	Testis
PCDH8P1	Testis
MS4A10	Small Intestine - Terminal Ileum
RP11-576E20.1	Testis
AL133249.1	Testis
AC073257.1	Testis
NCOA7-AS1	Stomach
RP11-1070N10.4	Testis
RP11-1070N10.5	Testis
RP11-1070N10.7	Testis
RP11-654C22.2	Testis
RNU4-8P	Thyroid
RP11-100F15.1	Testis
RP11-100F15.2	Testis
PPP1R2P9	Testis
RP11-785F11.1	Testis
PASD1	Testis
RP11-141A19.2	Testis
RP11-805L22.3	Testis
RP11-365O10.1	Cells - EBV-transformed lymphocytes
GFRAL	Adipose - Subcutaneous
AC010761.14	Testis
RP1-90K10.4	Testis
OR6M3P	Testis
DNAJA1P5	Testis
DNAJA1P6	Testis
AP001607.1	Testis
RP11-10C8.2	Testis
RP11-301H24.3	Testis
RP11-794M8.2	Liver
FANCD2OS	Testis
CTD-2037L6.2	Testis
CCDC148-AS1	Testis
OR52N3P	Nerve - Tibial
RP11-700E23.2	Testis
RP11-700E23.1	Testis
MIR4436A	Testis
RPL31P53	Testis
RP11-648M2.1	Testis
RP11-549K20.1	Testis
XIRP2-AS1	Testis
RNU6-1055P	Testis
MARCKSL1P2	Testis
RP11-497K21.1	Testis
RP11-132J14.3	Cells - EBV-transformed lymphocytes
RP11-473M10.3	Testis
CTD-2161F6.2	Testis
CTD-2161F6.3	Testis
CTD-2161F6.1	Testis
ASZ1	Testis
RP11-91J3.2	Testis
AC008703.1	Testis
RNA5SP462	Testis
RP11-26L16.1	Testis
AP003068.6	Testis
RP3-337D23.3	Testis
RN7SL706P	Minor Salivary Gland
DCAF4L2	Testis
RP11-268G12.1	Testis
AC007128.1	Testis
RP11-19P22.7	Testis
RP11-19P22.5	Testis
RP11-265N7.2	Testis
LINC00661	Testis
PNLIPP1	Pancreas
MIR5707	Testis
RP11-14O19.1	Testis
NPVF	Brain - Hypothalamus
CTD-2247C11.2	Testis
CTD-2247C11.1	Testis
CTD-2247C11.5	Kidney - Cortex
CTD-2247C11.4	Testis
HMGB3P18	Testis
ATP6V1E1P1	Testis
IGLV7-35	Testis
RNU1-74P	Testis
RP11-419C19.2	Testis
RP11-49G10.3	Testis
AC114755.3	Testis
AC114755.2	Testis
RP11-55L3.1	Testis
RP11-78H24.1	Testis
RP11-181F12.1	Testis
RP11-510M2.6	Testis
RP11-510M2.4	Testis
RP11-281P11.1	Cells - EBV-transformed lymphocytes
LINC00083	Testis
RP11-285M22.2	Testis
RP11-285M22.3	Testis
RP4-734C18.1	Testis
SSU72P8	Testis
OR2A42	Thyroid
C8orf74	Testis
RP11-329A14.2	Pituitary
LINC00880	Pituitary
OR10Y1P	Cells - Transformed fibroblasts
RP3-393K13.1	Testis
RP11-406A20.1	Testis
AC027269.2	Testis
FABP5P10	Testis
RP11-541H12.1	Testis
TSGA13	Testis
SPATA8	Testis
C5orf50	Testis
HIST1H4F	Testis
RP11-648K4.2	Testis
RP11-46O21.2	Testis
ABCC5-AS1	Pituitary
RP11-160N1.9	Testis
RP11-160N1.8	Testis
RP11-134G8.2	Muscle - Skeletal
CTA-360L10.1	Testis
RP11-754N21.1	Testis
CCT4P1	Testis
PCNAP1	Testis
FAM205B	Testis
RP3-437I16.1	Testis
FAM205A	Testis
RP11-500K19.1	Testis
FGF12-AS1	Testis
RP11-6B19.2	Testis
RP11-587H10.1	Testis
IGKV2OR2-2	Spleen
Z98044.1	Cervix - Ectocervix
RP11-244B22.11	Testis
RP11-244B22.12	Testis
RP11-244B22.13	Testis
VPREB1	Testis
RP11-774D14.1	Testis
CTD-2125J1.1	Testis
RP4-781L3.1	Brain - Spinal cord (cervical c-1)
IGLVV-58	Testis
RP11-167P23.2	Testis
TNRC18P2	Testis
TNRC18P3	Testis
CTC-503K11.2	Testis
RP11-863K10.2	Testis
RP11-586L23.1	Testis
RP11-166A12.1	Testis
WI2-925H4.1	Testis
RP1-142F18.2	Testis
AC074389.7	Testis
AC074389.6	Testis
AL590325.1	Testis
RP11-619L12.1	Testis
RP11-619L12.4	Testis
CTD-2206N4.2	Testis
RP11-274H24.1	Testis
AC008691.1	Testis
VN1R34P	Testis
OR7E85P	Thyroid
RP11-932O9.4	Testis
RP11-741G21.1	Testis
RNU6-97P	Cervix - Endocervix
GVINP2	Spleen
AP000475.2	Testis
NR1H5P	Testis
RP11-64I17.1	Testis
CTC-565M22.1	Testis
CYP4F36P	Liver
RP11-493L12.5	Spleen
MAGEA9	Testis
MAGEA3	Testis
MAGEA1	Testis
OR6B1	Testis
MAGEA4	Testis
TEX13B	Testis
TEX13A	Testis
RP11-632K20.6	Testis
RP1-300I2.2	Testis
LINC00272	Testis
CA5AP1	Testis
PCGF7P	Testis
RP11-400G3.3	Small Intestine - Terminal Ileum
RPS19P1	Testis
AC108078.1	Liver
KRT18P18	Testis
TMEM212-IT1	Testis
RP11-795H16.3	Testis
RP11-321L2.2	Testis
KRT18P13	Thyroid
KRT18P17	Testis
RNA5SP146	Testis
VN1R69P	Testis
LINC00415	Testis
AC068489.1	Testis
LINC00411	Testis
IGHVIII-76-1	Ovary
RP11-575G13.2	Nerve - Tibial
AC005324.7	Testis
CTD-2213F21.3	Testis
CTD-2213F21.4	Testis
C2orf53	Testis
RP3-431P23.2	Minor Salivary Gland
C2orf57	Testis
AL137224.1	Minor Salivary Gland
RP11-341G23.2	Spleen
RP11-245A18.1	Testis
AL133168.3	Cells - EBV-transformed lymphocytes
RP11-2A4.3	Testis
RP4-639J15.2	Testis
RP4-639J15.1	Testis
hsa-mir-490	Testis
DHX40P1	Testis
RP11-555F9.2	Testis
GOLGA8F	Testis
PIN1P1	Testis
RP11-79E3.2	Testis
RP11-268P4.4	Testis
PMS2P10	Testis
RP11-268P4.2	Testis
OR1C1	Testis
RP11-552O4.1	Testis
RP11-526K17.2	Brain - Cerebellum
SLC9A3P2	Testis
AC073869.8	Testis
AC073869.7	Testis
RP3-348I23.2	Testis
RP1-266L20.4	Testis
RP4-669B10.3	Testis
RPL21P43	Pituitary
RPL21P42	Nerve - Tibial
RPL21P41	Testis
RPL21P40	Spleen
RP11-492O8.1	Testis
RP11-80B9.4	Testis
FCF1P1	Testis
FCF1P6	Testis
IGKV2OR22-4	Testis
CYLC1	Testis
CYLC2	Testis
CTD-2382H12.1	Testis
CTD-2200P10.1	Testis
RP13-266I11.1	Testis
RP1-127L4.10	Testis
MIR1295A	Liver
RP11-395C17.1	Testis
RP11-412B14.1	Testis
IGHV1OR15-6	Testis
TOMM22P5	Testis
LINC00644	Testis
RP11-407A16.3	Testis
KB-1592A4.14	Testis
SSR1P1	Thyroid
RP11-407A16.7	Testis
WASF3-AS1	Testis
RP11-123H22.1	Testis
AC068535.4	Brain - Spinal cord (cervical c-1)
OR1D3P	Testis
RP11-121J20.1	Testis
PAPOLB	Testis
AY269186.2	Testis
AY269186.1	Testis
RP11-215E13.1	Testis
RP11-561C5.1	Testis
RP11-432J9.6	Testis
RP11-302K17.3	Thyroid
GOLGA8CP	Testis
AC040162.1	Skin - Not Sun Exposed (Suprapubic)
RP4-553F4.2	Testis
AC104777.4	Testis
LA16c-352F10.1	Testis
RP11-476B13.2	Testis
NPM1P38	Testis
TXNDC8	Testis
AP001187.11	Testis
TXNDC2	Testis
RP11-280G9.1	Testis
MYLKP1	Pancreas
FAM46D	Testis
WDR64	Testis
RP5-1173I20.1	Testis
NDUFAF4P1	Cells - EBV-transformed lymphocytes
CTB-158E9.2	Colon - Sigmoid
CTB-158E9.1	Colon - Sigmoid
AC002463.3	Testis
RP11-300A12.2	Testis
RP11-459O16.1	Brain - Hypothalamus
RP11-95L3.2	Testis
RP4-612C19.1	Bladder
RP11-1057B8.2	Testis
AC009365.3	Testis
AC009365.4	Testis
RNU4-36P	Testis
AC092117.1	Esophagus - Mucosa
RP5-872K7.7	Testis
RP11-14P20.1	Testis
RP11-672F9.1	Testis
RP11-159D12.10	Testis
RP11-185P18.2	Testis
RP5-1056L3.1	Testis
RP11-453M23.1	Cervix - Ectocervix
RP11-402L1.11	Testis
RP11-180P8.2	Testis
BRD7P5	Testis
MIR135A2	Thyroid
CDC20B	Testis
TNP2	Testis
RP11-522B15.5	Testis
NANOS2	Testis
TPRX1P1	Testis
RP11-141A19.1	Testis
MAP2K1P1	Testis
C10orf40	Testis
RP11-775H9.3	Testis
RP11-775H9.2	Testis
RBBP8P1	Testis
RP13-612N21.1	Testis
MSNP1	Cells - EBV-transformed lymphocytes
RN7SL438P	Brain - Cerebellum
TMEM202	Testis
SLC6A18	Kidney - Cortex
RP11-322L20.1	Testis
OR2L1P	Testis
GALP	Testis
RP5-1106E3.1	Testis
AC064874.1	Testis
AC105461.1	Testis
RP11-752L20.5	Testis
RP11-196P2.1	Testis
RP13-210D15.4	Testis
SCARNA11	Testis
RP11-101K23.1	Testis
RP11-24P4.1	Testis
RP11-329B9.1	Testis
RP11-12A16.3	Fallopian Tube
RP11-227F8.2	Testis
OR2AK2	Testis
RP11-787D11.1	Thyroid
DEFB4B	Esophagus - Mucosa
CTD-2243E23.1	Testis
RN7SL28P	Testis
AC023115.4	Adrenal Gland
RP11-319G9.5	Testis
RP11-51M18.1	Testis
CTB-49A3.5	Testis
CTD-2254N19.1	Testis
KRTAP13-4	Adipose - Subcutaneous
KRTAP13-1	Testis
KRTAP13-2	Colon - Transverse
USP12-AS1	Testis
RPS18P6	Testis
WFDC11	Testis
RPL27AP5	Testis
MACROD2-IT1	Testis
RP11-382A20.4	Muscle - Skeletal
FAM26D	Testis
AC004920.3	Testis
AC004692.5	Testis
AC004692.4	Testis
C6orf10	Testis
RP11-96P7.1	Testis
RP11-58G13.1	Testis
AL133245.2	Spleen
RP11-266N13.2	Testis
CTD-2004A9.1	Kidney - Cortex
RNU1-73P	Pituitary
RP11-29B9.1	Testis
RP11-29B9.2	Testis
CYP2A13	Testis
RP11-677O4.2	Testis
RP11-677O4.3	Testis
RP11-677O4.4	Testis
RP11-677O4.7	Testis
RNA5SP163	Liver
OR51A7	Testis
ADAM6	Testis
RP11-44D19.1	Testis
ADAM5	Testis
ADAM2	Testis
LINC00430	Testis
LINC00433	Testis
NKX1-1	Testis
SPO11	Testis
RP1-309H15.2	Testis
RP11-212E8.1	Testis
RP11-94P11.4	Testis
RP11-138H8.3	Testis
RP11-46H11.2	Testis
AC019129.2	Testis
AP000641.1	Brain - Cerebellum
OR52P1P	Cells - EBV-transformed lymphocytes
RP11-317J10.4	Testis
RP11-404K5.2	Testis
RP11-114H7.2	Testis
IL22RA2	Skin - Not Sun Exposed (Suprapubic)
CCR8	Cells - EBV-transformed lymphocytes
OR52A4	Testis
LINC00929	Testis
GOLGA6C	Testis
GOLGA6B	Testis
LINC00927	Testis
RP11-72K17.1	Testis
CTD-2050E21.2	Testis
HMGB3P20	Testis
IQCF6	Testis
IQCF5	Testis
IQCF2	Testis
IQCF3	Testis
RP11-62C7.2	Testis
RP11-332M4.1	Testis
Z99756.1	Spleen
RP11-122L4.1	Testis
XX-FW80269A6.1	Testis
AC009961.5	Cells - EBV-transformed lymphocytes
RP11-84O12.4	Testis
RP11-84O12.3	Testis
AC074019.1	Testis
FSCB	Testis
AC010729.3	Testis
RP11-804M7.1	Testis
RP4-799G3.2	Testis
AC090952.5	Testis
AC002076.10	Ovary
CTD-2277K2.1	Testis
CTD-2340D6.2	Testis
OR11J5P	Testis
RP11-67K19.3	Testis
PRM3	Testis
CTD-2354A18.1	Testis
CTD-2194L12.2	Testis
CTD-2194L12.3	Testis
COX7BP1	Testis
AC007327.5	Testis
CCDC58P3	Pancreas
HIST1H2AJ	Cells - EBV-transformed lymphocytes
HIST1H2AA	Testis
RP5-837I24.6	Testis
RPL12P29	Testis
RP5-837I24.2	Testis
RP11-384E22.1	Cells - EBV-transformed lymphocytes
RP11-183E24.2	Testis
RP11-183E24.1	Testis
SNORD8	Cervix - Endocervix
CPXCR1	Testis
RP11-143I21.1	Pituitary
AL137798.1	Testis
OR11H3P	Testis
RP11-542P2.1	Testis
AC025280.1	Cervix - Endocervix
RP11-867G2.6	Testis
RP11-867G2.5	Testis
CTD-2544M6.1	Testis
CTD-2544M6.2	Testis
RP11-481A12.2	Prostate
RP11-792A8.1	Testis
TACC1P1	Testis
PHKG1P4	Testis
AC104131.1	Testis
PHKG1P1	Testis
RP11-156P1.2	Testis
RP11-148I19.1	Testis
RP11-134J21.1	Testis
AP000282.3	Testis
RP1-15D23.2	Lung
NLGN1-AS1	Testis
FDPSP8	Testis
AC009158.1	Testis
RP4-604G5.3	Prostate
RP1-292B18.4	Testis
AC005522.6	Testis
AC005522.7	Testis
CTC-344H19.6	Testis
RP11-160N1.10	Testis
RN7SL768P	Pancreas
RNASE11	Testis
RP11-292D4.1	Testis
AL121901.1	Testis
CTB-30L5.1	Testis
CTB-138E5.1	Testis
AC136604.1	Testis
RP11-429E11.3	Spleen
RP11-56I23.1	Testis
C9orf57	Testis
SPATA31A1	Testis
SPATA31A2	Testis
SPATA31A7	Testis
SPATA31A6	Testis
RP11-586K12.11	Testis
RP11-586K12.13	Testis
RP11-642E20.3	Pituitary
CXorf51B	Testis
SNX18P8	Testis
SNX18P4	Testis
SNX18P2	Testis
PPP1R2P10	Testis
RP1-245M18.2	Whole Blood
RP3-522P13.3	Testis
RP11-58B2.1	Testis
AC093381.2	Testis
RP11-486O13.4	Testis
RP11-486O13.3	Testis
SPAM1	Testis
RP11-410N8.4	Testis
RP11-16N2.1	Testis
RP11-313F23.2	Testis
RP11-313F23.3	Testis
GOLGA6D	Testis
CTAG2	Testis
MIR133BHG	Muscle - Skeletal
RP11-521C10.1	Prostate
RP11-603K19.1	Skin - Sun Exposed (Lower leg)
RP11-45K10.2	Testis
FTHL17	Testis
EDNRB-AS1	Testis
SAMSN1-AS1	Testis
FAM74A1	Testis
AC010974.3	Testis
RP11-249C24.11	Liver
RP11-317P15.3	Testis
RNU6-748P	Cervix - Endocervix
CTB-181F24.1	Testis
RP11-401E5.2	Pituitary
RP11-520D19.1	Testis
RP11-478H13.4	Testis
RP1-166H4.2	Testis
RP11-630C16.1	Testis
OR10P1	Heart - Atrial Appendage
GPC5-IT1	Testis
TTTY16	Testis
PSMB3P2	Testis
TTTY12	Testis
TTTY13	Testis
TTTY18	Testis
TTTY19	Testis
OR8A1	Testis
AC006373.1	Testis
RP11-404O13.5	Testis
RP11-404O13.4	Testis
CTD-2201E9.1	Testis
CTD-2201E9.4	Artery - Aorta
TMEM225	Testis
RP11-502H18.2	Testis
AC114776.3	Testis
AC114776.1	Cells - EBV-transformed lymphocytes
AP001604.3	Spleen
RP11-511H9.4	Testis
AC008940.1	Thyroid
AC017048.1	Testis
AC017048.2	Bladder
POU1F1	Pituitary
RNU6-1061P	Pituitary
RNU1-14P	Kidney - Cortex
RP1-171K16.5	Testis
RP11-895M11.2	Testis
CTB-23I7.1	Testis
CTD-2244C20.2	Testis
CYP11B2	Adrenal Gland
RNU6-856P	Brain - Cerebellar Hemisphere
CTD-3131K8.1	Pituitary
CTD-3096P4.1	Testis
RP11-36D19.8	Testis
RP11-889L3.4	Testis
RP11-395N6.4	Pituitary
RP11-366H4.3	Testis
RP11-366H4.1	Testis
HMGB1P45	Testis
RP5-1022P6.4	Testis
SSX2B	Testis
RP11-783L4.1	Testis
SLC2A7	Testis
DDR1-AS1	Testis
RP11-428L21.2	Testis
RP11-428L21.1	Testis
CTB-175P5.2	Testis
RP5-1004I9.1	Testis
MIR3972	Bladder
FAM24A	Testis
OR6F1	Testis
AC007557.1	Testis
AC007557.2	Testis
AC007557.4	Testis
RP11-548M13.1	Testis
RP11-123M21.1	Testis
AMELX	Testis
CTD-2091N23.1	Nerve - Tibial
RP11-350G8.3	Cells - EBV-transformed lymphocytes
AC009313.1	Testis
AC003989.3	Testis
RNU6-725P	Testis
RP11-736I10.1	Testis
RP11-164D18.2	Testis
AC005008.3	Testis
RP11-190I17.4	Testis
RNA5SP183	Testis
RP11-572C21.1	Testis
CTC-232P5.3	Testis
RP11-379J5.5	Testis
RP11-342M3.1	Testis
RP11-342M3.2	Testis
RP11-134N1.2	Spleen
RP11-219A15.4	Testis
AC092660.1	Testis
CTC-347C20.1	Testis
RP11-566H8.1	Testis
RFPL3	Testis
RP11-261B23.1	Testis
OR7E18P	Testis
AC114813.1	Testis
AC011747.6	Spleen
RP11-385E5.5	Testis
CTD-2003D5.1	Cells - EBV-transformed lymphocytes
DNAJB1P1	Testis
AC114752.1	Testis
AP002954.6	Testis
LINC00904	Testis
LINC00905	Testis
LINC00907	Liver
RP11-171A24.2	Testis
RP11-8L2.1	Testis
RP11-70F11.7	Testis
RP11-336A10.7	Testis
SNORD57	Cells - EBV-transformed lymphocytes
RP11-394A14.4	Testis
RP1-149C7.1	Testis
RP11-394A14.2	Testis
RP11-503G7.2	Testis
RP11-566H8.3	Testis
RP11-154H12.2	Testis
RPS2P41	Cervix - Endocervix
RPS2P45	Testis
CYCSP41	Testis
RP11-22D3.2	Testis
PTGER4P3	Spleen
RP11-563N12.2	Testis
AP000275.64	Testis
RP11-443F16.1	Nerve - Tibial
SEPT2P1	Cells - Transformed fibroblasts
RP11-343K8.3	Testis
LDHAL6EP	Pancreas
RP11-10A14.7	Testis
CTD-2526L21.2	Testis
OR10J9P	Testis
RP11-567M16.5	Testis
RP11-567M16.3	Testis
RP11-79P5.7	Testis
RP11-1140I5.1	Brain - Cerebellum
RP11-815J21.3	Testis
TRBV8-2	Testis
CTD-2529O21.1	Testis
RP11-445J14.1	Testis
SLCO6A1	Testis
RBMY1A1	Testis
RP11-505O17.1	Testis
RP11-1030E3.1	Testis
OR4N1P	Testis
RNA5SP404	Liver
RP11-351A20.2	Testis
RN7SL241P	Testis
RP11-2C15.1	Testis
PRAMEF11	Testis
AL359195.1	Testis
RP11-120D5.1	Cells - EBV-transformed lymphocytes
RP11-180M15.4	Testis
AC007251.2	Testis
VENTXP5	Brain - Amygdala
CTC-451A6.5	Testis
CTC-451A6.4	Testis
RP11-662M24.1	Testis
MCHR2-AS1	Testis
KRTAP4-1	Colon - Transverse
RP11-94H18.2	Testis
RP11-403D15.2	Testis
NBPF5P	Testis
RP11-359E19.1	Testis
GUCY2GP	Testis
RP11-765K14.1	Testis
NDUFB1P1	Testis
AP001465.5	Testis
RP11-95P13.2	Adipose - Subcutaneous
RP3-359N14.2	Testis
CD200R1L	Testis
RP11-196O2.1	Testis
DUXA	Testis
RPS20P1	Pancreas
TSPY7P	Testis
RP5-1004I9.2	Testis
RP5-1010E17.2	Testis
RP5-1010E17.1	Testis
SPATA31C2	Testis
RP11-204C23.1	Testis
RP5-1121H13.3	Testis
CST9L	Testis
KRT85	Testis
AHCYP4	Testis
TPRX1	Testis
AL031768.1	Pituitary
CST13P	Testis
RP11-543C4.3	Testis
CYP2C58P	Liver
FEM1AP3	Testis
RP11-273B19.2	Testis
RP11-273B19.1	Testis
SPACA1	Testis
MLIP-AS1	Testis
CDK2AP2P3	Spleen
ZNHIT1P1	Testis
AC079779.7	Testis
AC079779.5	Testis
RN7SL497P	Testis
LINC00575	Testis
AC009477.7	Testis
HNRNPA1P52	Whole Blood
RNU6-951P	Cervix - Endocervix
RP5-828H9.1	Testis
NDUFA9P1	Prostate
RP11-556N4.1	Testis
RP11-415I12.3	Cells - EBV-transformed lymphocytes
RP11-2O17.2	Testis
RP11-307I14.3	Muscle - Skeletal
RP13-81N3.2	Testis
GAGE2B	Testis
RPL7P4	Testis
AKAP16BP	Testis
OR7E24	Testis
RP11-112J1.2	Testis
AC018737.3	Testis
AC005077.5	Testis
RP5-850O15.3	Testis
RP4-726F1.1	Testis
DSCR4-IT1	Testis
RP11-58O3.2	Testis
RP11-295D22.1	Testis
RP11-407G23.1	Testis
AC008281.1	Testis
LA16c-429E7.1	Brain - Frontal Cortex (BA9)
POM121L2	Testis
RP11-619F23.2	Testis
RXFP3	Brain - Hypothalamus
ACCSL	Testis
H2AFB2	Testis
FTH1P27	Testis
AC007790.4	Pancreas
RP4-723E3.1	Testis
AC008278.2	Testis
RNASE8	Minor Salivary Gland
OR5H8P	Cells - EBV-transformed lymphocytes
RP11-484D4.3	Testis
SMIM21	Testis
SNRPGP5	Testis
CTD-3028N15.1	Testis
RP11-445O3.2	Testis
CCDC83	Testis
AC096655.2	Testis
SIGLECL1	Testis
AC025278.1	Testis
HSD3BP1	Adrenal Gland
CTC-551A13.2	Testis
CTC-551A13.1	Testis
RP11-108K3.3	Testis
RP11-108K3.1	Testis
RP11-424E7.3	Testis
AC005703.3	Testis
AC005703.2	Heart - Left Ventricle
ZNF849P	Testis
RP11-84A1.3	Testis
RP11-432N13.3	Testis
RP11-432N13.4	Testis
RP11-709D24.5	Testis
HMGB1P27	Liver
RN7SL846P	Brain - Cerebellum
RP13-577H12.3	Testis
RP5-845O24.8	Testis
FGF6	Muscle - Skeletal
RPL21P103	Testis
RPL21P107	Testis
RP11-220C2.1	Pituitary
RP11-344P13.3	Liver
RPS17P11	Testis
RPS17P15	Testis
RP11-218E15.1	Testis
RP11-560A15.3	Testis
RP11-560A15.4	Testis
RP11-45L9.1	Testis
AF127577.12	Testis
AMY1A	Pancreas
RP11-761B3.1	Testis
AMY1B	Pancreas
AC114783.1	Testis
DNM1P28	Testis
RP11-351C8.1	Testis
OR5AZ1P	Testis
