gene	specific process	GOterm	function
Fgf23	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Gja1	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Ifitm5	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Matn1	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Mgp	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Nbr1	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Omd	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Ostn	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Phospho1	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Ptk2b	Bone regeneration	GO:0030500	 regulation of bone mineralization 
S1pr1	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Twist1	Bone regeneration	GO:0030500	 regulation of bone mineralization 
Txlng	Bone regeneration	GO:0030500	 regulation of bone mineralization 
2610002M06Rik	Cell cycle related	GO:0007049	 cell cycle 
4933405O20Rik	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Aco1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Aco2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Actr2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Actr3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Actr8	Cell cycle related	GO:0007049	 cell cycle 
Ahctf1	Cell cycle related	GO:0007049	 cell cycle 
Ahr	Cell cycle related	GO:0007049	 cell cycle 
Ajuba	Cell cycle related	GO:0007049	 cell cycle 
Ak1	Cell cycle related	GO:0007050	 cell cycle arrest 
Anapc1	Cell cycle related	GO:0007049	 cell cycle 
Anapc10	Cell cycle related	GO:0007049	 cell cycle 
Anapc11	Cell cycle related	GO:0007049	 cell cycle 
Anapc13	Cell cycle related	GO:0007049	 cell cycle 
Anapc15	Cell cycle related	GO:0007049	 cell cycle 
Anapc16	Cell cycle related	GO:0007049	 cell cycle 
Anapc2	Cell cycle related	GO:0007049	 cell cycle 
Anapc4	Cell cycle related	GO:0007049	 cell cycle 
Anapc5	Cell cycle related	GO:0007049	 cell cycle 
Anapc7	Cell cycle related	GO:0007049	 cell cycle 
Ankle2	Cell cycle related	GO:0007049	 cell cycle 
Ankrd53	Cell cycle related	GO:0007049	 cell cycle 
Anln	Cell cycle related	GO:0007049	 cell cycle 
Anxa11	Cell cycle related	GO:0007049	 cell cycle 
Apbb1	Cell cycle related	GO:0007050	 cell cycle arrest 
Apbb2	Cell cycle related	GO:0007050	 cell cycle arrest 
Apc	Cell cycle related	GO:0007050	 cell cycle arrest 
Apex2	Cell cycle related	GO:0007049	 cell cycle 
Apitd1	Cell cycle related	GO:0007049	 cell cycle 
Appl1	Cell cycle related	GO:0007049	 cell cycle 
Appl2	Cell cycle related	GO:0007049	 cell cycle 
Arf6	Cell cycle related	GO:0007049	 cell cycle 
Arg1	Cell cycle related	GO:0000050	 urea cycle 
Arg2	Cell cycle related	GO:0000050	 urea cycle 
Arhgef2	Cell cycle related	GO:0007049	 cell cycle 
Arl2	Cell cycle related	GO:0007049	 cell cycle 
Arl3	Cell cycle related	GO:0007049	 cell cycle 
Arl8a	Cell cycle related	GO:0007049	 cell cycle 
Arl8b	Cell cycle related	GO:0007049	 cell cycle 
Arpp19	Cell cycle related	GO:0007049	 cell cycle 
Asl	Cell cycle related	GO:0000050	 urea cycle 
Aspm	Cell cycle related	GO:0007049	 cell cycle 
Ass1	Cell cycle related	GO:0000050	 urea cycle 
Asun	Cell cycle related	GO:0007049	 cell cycle 
Asz1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Atm	Cell cycle related	GO:0007049	 cell cycle 
Atm	Cell cycle related	GO:0007050	 cell cycle arrest 
Aurka	Cell cycle related	GO:0007049	 cell cycle 
Aurka	Cell cycle related	GO:0051321	 meiotic cell cycle 
Aurkb	Cell cycle related	GO:0007049	 cell cycle 
Aurkc	Cell cycle related	GO:0007049	 cell cycle 
Aurkc	Cell cycle related	GO:0051321	 meiotic cell cycle 
Avpi1	Cell cycle related	GO:0007049	 cell cycle 
AY074887	Cell cycle related	GO:0007050	 cell cycle arrest 
Babam1	Cell cycle related	GO:0007049	 cell cycle 
Banp	Cell cycle related	GO:0007049	 cell cycle 
Bccip	Cell cycle related	GO:0007049	 cell cycle 
Becn1	Cell cycle related	GO:0007049	 cell cycle 
Bex2	Cell cycle related	GO:0007049	 cell cycle 
Bin3	Cell cycle related	GO:0007049	 cell cycle 
Birc5	Cell cycle related	GO:0007049	 cell cycle 
Birc6	Cell cycle related	GO:0007049	 cell cycle 
Blcap	Cell cycle related	GO:0007049	 cell cycle 
Bod1	Cell cycle related	GO:0007049	 cell cycle 
Bora	Cell cycle related	GO:0007049	 cell cycle 
Brca1	Cell cycle related	GO:0007049	 cell cycle 
Brca2	Cell cycle related	GO:0007049	 cell cycle 
Brcc3	Cell cycle related	GO:0007049	 cell cycle 
Brd7	Cell cycle related	GO:0007049	 cell cycle 
Brdt	Cell cycle related	GO:0051321	 meiotic cell cycle 
Bre	Cell cycle related	GO:0007049	 cell cycle 
Brinp1	Cell cycle related	GO:0007049	 cell cycle 
Brinp1	Cell cycle related	GO:0007050	 cell cycle arrest 
Brinp2	Cell cycle related	GO:0007049	 cell cycle 
Brinp2	Cell cycle related	GO:0007050	 cell cycle arrest 
Brinp3	Cell cycle related	GO:0007049	 cell cycle 
Brinp3	Cell cycle related	GO:0007050	 cell cycle arrest 
Brsk1	Cell cycle related	GO:0007049	 cell cycle 
Brsk2	Cell cycle related	GO:0007049	 cell cycle 
Bub1	Cell cycle related	GO:0007049	 cell cycle 
Bub1b	Cell cycle related	GO:0007049	 cell cycle 
Bub3	Cell cycle related	GO:0007049	 cell cycle 
Bub3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Cables1	Cell cycle related	GO:0007049	 cell cycle 
Cables2	Cell cycle related	GO:0007049	 cell cycle 
Cacul1	Cell cycle related	GO:0007049	 cell cycle 
Cad	Cell cycle related	GO:0000050	 urea cycle 
Camk1	Cell cycle related	GO:0007049	 cell cycle 
Casp8ap2	Cell cycle related	GO:0007049	 cell cycle 
Ccar1	Cell cycle related	GO:0007049	 cell cycle 
Ccar2	Cell cycle related	GO:0007049	 cell cycle 
Ccdc124	Cell cycle related	GO:0007049	 cell cycle 
Ccna1	Cell cycle related	GO:0007049	 cell cycle 
Ccna1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ccna2	Cell cycle related	GO:0007049	 cell cycle 
Ccnb1	Cell cycle related	GO:0007049	 cell cycle 
Ccnb1ip1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ccnb2	Cell cycle related	GO:0007049	 cell cycle 
Ccnb3	Cell cycle related	GO:0007049	 cell cycle 
Ccnb3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ccnd1	Cell cycle related	GO:0007049	 cell cycle 
Ccnd2	Cell cycle related	GO:0007049	 cell cycle 
Ccnd3	Cell cycle related	GO:0007049	 cell cycle 
Ccndbp1	Cell cycle related	GO:0007049	 cell cycle 
Ccne1	Cell cycle related	GO:0007049	 cell cycle 
Ccne2	Cell cycle related	GO:0007049	 cell cycle 
Ccnf	Cell cycle related	GO:0007049	 cell cycle 
Ccng1	Cell cycle related	GO:0007049	 cell cycle 
Ccng2	Cell cycle related	GO:0007049	 cell cycle 
Ccnh	Cell cycle related	GO:0007049	 cell cycle 
Ccnk	Cell cycle related	GO:0007049	 cell cycle 
Ccno	Cell cycle related	GO:0007049	 cell cycle 
Ccnt1	Cell cycle related	GO:0007049	 cell cycle 
Ccnt2	Cell cycle related	GO:0007049	 cell cycle 
Ccny	Cell cycle related	GO:0007049	 cell cycle 
Ccpg1	Cell cycle related	GO:0007049	 cell cycle 
Ccsap	Cell cycle related	GO:0007049	 cell cycle 
Cd2ap	Cell cycle related	GO:0007049	 cell cycle 
Cdc123	Cell cycle related	GO:0007049	 cell cycle 
Cdc123	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdc14a	Cell cycle related	GO:0007049	 cell cycle 
Cdc16	Cell cycle related	GO:0007049	 cell cycle 
Cdc20	Cell cycle related	GO:0007049	 cell cycle 
Cdc23	Cell cycle related	GO:0007049	 cell cycle 
Cdc25a	Cell cycle related	GO:0007049	 cell cycle 
Cdc25b	Cell cycle related	GO:0007049	 cell cycle 
Cdc25c	Cell cycle related	GO:0007049	 cell cycle 
Cdc26	Cell cycle related	GO:0007049	 cell cycle 
Cdc34	Cell cycle related	GO:0007049	 cell cycle 
Cdc45	Cell cycle related	GO:0007049	 cell cycle 
Cdc5l	Cell cycle related	GO:0007049	 cell cycle 
Cdc6	Cell cycle related	GO:0007049	 cell cycle 
Cdc7	Cell cycle related	GO:0007049	 cell cycle 
Cdc73	Cell cycle related	GO:0007049	 cell cycle 
Cdca2	Cell cycle related	GO:0007049	 cell cycle 
Cdca3	Cell cycle related	GO:0007049	 cell cycle 
Cdca5	Cell cycle related	GO:0007049	 cell cycle 
Cdca8	Cell cycle related	GO:0007049	 cell cycle 
Cdk1	Cell cycle related	GO:0007049	 cell cycle 
Cdk11b	Cell cycle related	GO:0007049	 cell cycle 
Cdk14	Cell cycle related	GO:0007049	 cell cycle 
Cdk2	Cell cycle related	GO:0007049	 cell cycle 
Cdk2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Cdk20	Cell cycle related	GO:0007049	 cell cycle 
Cdk4	Cell cycle related	GO:0007049	 cell cycle 
Cdk5	Cell cycle related	GO:0007049	 cell cycle 
Cdk6	Cell cycle related	GO:0007049	 cell cycle 
Cdk7	Cell cycle related	GO:0007049	 cell cycle 
Cdkn1a	Cell cycle related	GO:0007049	 cell cycle 
Cdkn1a	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn1b	Cell cycle related	GO:0007049	 cell cycle 
Cdkn1b	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn1c	Cell cycle related	GO:0007049	 cell cycle 
Cdkn1c	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn2a	Cell cycle related	GO:0007049	 cell cycle 
Cdkn2a	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn2b	Cell cycle related	GO:0007049	 cell cycle 
Cdkn2b	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn2c	Cell cycle related	GO:0007049	 cell cycle 
Cdkn2c	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn2d	Cell cycle related	GO:0007049	 cell cycle 
Cdkn2d	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdkn3	Cell cycle related	GO:0007049	 cell cycle 
Cdkn3	Cell cycle related	GO:0007050	 cell cycle arrest 
Cdt1	Cell cycle related	GO:0007049	 cell cycle 
Cebpa	Cell cycle related	GO:0000050	 urea cycle 
Cenpc1	Cell cycle related	GO:0007049	 cell cycle 
Cenpe	Cell cycle related	GO:0007049	 cell cycle 
Cenpt	Cell cycle related	GO:0007049	 cell cycle 
Cenpv	Cell cycle related	GO:0007049	 cell cycle 
Cenpw	Cell cycle related	GO:0007049	 cell cycle 
Cenpx	Cell cycle related	GO:0007049	 cell cycle 
Cep131	Cell cycle related	GO:0007049	 cell cycle 
Cep164	Cell cycle related	GO:0007049	 cell cycle 
Cep250	Cell cycle related	GO:0007049	 cell cycle 
Cep55	Cell cycle related	GO:0007049	 cell cycle 
Cep63	Cell cycle related	GO:0007049	 cell cycle 
Cetn1	Cell cycle related	GO:0007049	 cell cycle 
Cetn2	Cell cycle related	GO:0007049	 cell cycle 
Cetn3	Cell cycle related	GO:0007049	 cell cycle 
Cgref1	Cell cycle related	GO:0007049	 cell cycle 
Cgref1	Cell cycle related	GO:0007050	 cell cycle arrest 
Cgrrf1	Cell cycle related	GO:0007049	 cell cycle 
Cgrrf1	Cell cycle related	GO:0007050	 cell cycle arrest 
Chaf1a	Cell cycle related	GO:0007049	 cell cycle 
Chaf1b	Cell cycle related	GO:0007049	 cell cycle 
Chek1	Cell cycle related	GO:0007049	 cell cycle 
Chek2	Cell cycle related	GO:0007049	 cell cycle 
Chfr	Cell cycle related	GO:0007049	 cell cycle 
Chmp1a	Cell cycle related	GO:0007049	 cell cycle 
Chmp1b	Cell cycle related	GO:0007049	 cell cycle 
Chmp3	Cell cycle related	GO:0007049	 cell cycle 
Chtf18	Cell cycle related	GO:0007049	 cell cycle 
Chtf8	Cell cycle related	GO:0007049	 cell cycle 
Cib1	Cell cycle related	GO:0007049	 cell cycle 
Cinp	Cell cycle related	GO:0007049	 cell cycle 
Cit	Cell cycle related	GO:0007049	 cell cycle 
Ckap2	Cell cycle related	GO:0007049	 cell cycle 
Ckap5	Cell cycle related	GO:0007049	 cell cycle 
Cks1b	Cell cycle related	GO:0007049	 cell cycle 
Cks2	Cell cycle related	GO:0007049	 cell cycle 
Clasp1	Cell cycle related	GO:0007049	 cell cycle 
Clasp2	Cell cycle related	GO:0007049	 cell cycle 
Clasp2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Clgn	Cell cycle related	GO:0051321	 meiotic cell cycle 
Clspn	Cell cycle related	GO:0007049	 cell cycle 
Clta	Cell cycle related	GO:0007049	 cell cycle 
Cltc	Cell cycle related	GO:0007049	 cell cycle 
Cntrl	Cell cycle related	GO:0007049	 cell cycle 
Cntrob	Cell cycle related	GO:0007049	 cell cycle 
Cps1	Cell cycle related	GO:0000050	 urea cycle 
Crocc	Cell cycle related	GO:0007049	 cell cycle 
Cs	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Csnk1a1	Cell cycle related	GO:0007049	 cell cycle 
Csnk2a2	Cell cycle related	GO:0007049	 cell cycle 
Ctdp1	Cell cycle related	GO:0007049	 cell cycle 
Cts7	Cell cycle related	GO:0007049	 cell cycle 
Cul4b	Cell cycle related	GO:0007049	 cell cycle 
Cuzd1	Cell cycle related	GO:0007049	 cell cycle 
Dab2ip	Cell cycle related	GO:0007049	 cell cycle 
Dbf4	Cell cycle related	GO:0007049	 cell cycle 
Dclre1a	Cell cycle related	GO:0007049	 cell cycle 
Dctn3	Cell cycle related	GO:0007049	 cell cycle 
Ddias	Cell cycle related	GO:0007049	 cell cycle 
Ddias	Cell cycle related	GO:0007050	 cell cycle arrest 
Ddit3	Cell cycle related	GO:0007049	 cell cycle 
Ddit3	Cell cycle related	GO:0007050	 cell cycle arrest 
Ddx4	Cell cycle related	GO:0051321	 meiotic cell cycle 
Dhtkd1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Dis3l2	Cell cycle related	GO:0007049	 cell cycle 
Dixdc1	Cell cycle related	GO:0007049	 cell cycle 
Dlat	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Dlgap5	Cell cycle related	GO:0007049	 cell cycle 
Dlst	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Dmc1	Cell cycle related	GO:0007049	 cell cycle 
Dmc1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Dmtf1	Cell cycle related	GO:0007049	 cell cycle 
Dpep3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Dscc1	Cell cycle related	GO:0007049	 cell cycle 
Dsn1	Cell cycle related	GO:0007049	 cell cycle 
Dusp1	Cell cycle related	GO:0007049	 cell cycle 
Dync1li1	Cell cycle related	GO:0007049	 cell cycle 
Dynlt3	Cell cycle related	GO:0007049	 cell cycle 
E2f1	Cell cycle related	GO:0007049	 cell cycle 
E2f2	Cell cycle related	GO:0007049	 cell cycle 
E2f3	Cell cycle related	GO:0007049	 cell cycle 
E2f4	Cell cycle related	GO:0007049	 cell cycle 
E2f6	Cell cycle related	GO:0007049	 cell cycle 
E2f7	Cell cycle related	GO:0007049	 cell cycle 
E2f8	Cell cycle related	GO:0007049	 cell cycle 
E4f1	Cell cycle related	GO:0007049	 cell cycle 
Ect2	Cell cycle related	GO:0007049	 cell cycle 
Eid1	Cell cycle related	GO:0007049	 cell cycle 
Eif2ak4	Cell cycle related	GO:0007049	 cell cycle 
Eif2ak4	Cell cycle related	GO:0007050	 cell cycle arrest 
Ensa	Cell cycle related	GO:0007049	 cell cycle 
Ep300	Cell cycle related	GO:0007049	 cell cycle 
Ercc6l	Cell cycle related	GO:0007049	 cell cycle 
Ern1	Cell cycle related	GO:0007050	 cell cycle arrest 
Ern2	Cell cycle related	GO:0007050	 cell cycle arrest 
Esco1	Cell cycle related	GO:0007049	 cell cycle 
Esco2	Cell cycle related	GO:0007049	 cell cycle 
Evi5	Cell cycle related	GO:0007049	 cell cycle 
Exd1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Exo1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Fam175b	Cell cycle related	GO:0007049	 cell cycle 
Fam32a	Cell cycle related	GO:0007049	 cell cycle 
Fam64a	Cell cycle related	GO:0007049	 cell cycle 
Fam83d	Cell cycle related	GO:0007049	 cell cycle 
Fancd2	Cell cycle related	GO:0007049	 cell cycle 
Fanci	Cell cycle related	GO:0007049	 cell cycle 
Fbxl7	Cell cycle related	GO:0007049	 cell cycle 
Fbxo31	Cell cycle related	GO:0007049	 cell cycle 
Fbxo43	Cell cycle related	GO:0051321	 meiotic cell cycle 
Fbxo5	Cell cycle related	GO:0007049	 cell cycle 
Fbxw11	Cell cycle related	GO:0007049	 cell cycle 
Fh1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Fign	Cell cycle related	GO:0007049	 cell cycle 
Fkbp6	Cell cycle related	GO:0051321	 meiotic cell cycle 
Foxm1	Cell cycle related	GO:0007049	 cell cycle 
Foxn3	Cell cycle related	GO:0007049	 cell cycle 
Foxo4	Cell cycle related	GO:0007049	 cell cycle 
Foxo4	Cell cycle related	GO:0007050	 cell cycle arrest 
Fsd1	Cell cycle related	GO:0007049	 cell cycle 
Fzr1	Cell cycle related	GO:0007049	 cell cycle 
Gadd45a	Cell cycle related	GO:0007049	 cell cycle 
Gadd45a	Cell cycle related	GO:0007050	 cell cycle arrest 
Gadd45gip1	Cell cycle related	GO:0007049	 cell cycle 
Gak	Cell cycle related	GO:0007049	 cell cycle 
Gas1	Cell cycle related	GO:0007049	 cell cycle 
Gas1	Cell cycle related	GO:0007050	 cell cycle arrest 
Gas2	Cell cycle related	GO:0007049	 cell cycle 
Gas2	Cell cycle related	GO:0007050	 cell cycle arrest 
Gas2l1	Cell cycle related	GO:0007050	 cell cycle arrest 
Gm960	Cell cycle related	GO:0051321	 meiotic cell cycle 
Gmnc	Cell cycle related	GO:0007049	 cell cycle 
Gmnn	Cell cycle related	GO:0007049	 cell cycle 
Gnai1	Cell cycle related	GO:0007049	 cell cycle 
Gnai2	Cell cycle related	GO:0007049	 cell cycle 
Gnai3	Cell cycle related	GO:0007049	 cell cycle 
Golga2	Cell cycle related	GO:0007049	 cell cycle 
Gper1	Cell cycle related	GO:0007049	 cell cycle 
Gsg2	Cell cycle related	GO:0007049	 cell cycle 
Gspt2	Cell cycle related	GO:0007049	 cell cycle 
H1foo	Cell cycle related	GO:0051321	 meiotic cell cycle 
H2afx	Cell cycle related	GO:0007049	 cell cycle 
H2afx	Cell cycle related	GO:0051321	 meiotic cell cycle 
Hace1	Cell cycle related	GO:0007049	 cell cycle 
Haus1	Cell cycle related	GO:0007049	 cell cycle 
Haus2	Cell cycle related	GO:0007049	 cell cycle 
Haus3	Cell cycle related	GO:0007049	 cell cycle 
Haus4	Cell cycle related	GO:0007049	 cell cycle 
Haus5	Cell cycle related	GO:0007049	 cell cycle 
Haus7	Cell cycle related	GO:0007049	 cell cycle 
Haus8	Cell cycle related	GO:0007049	 cell cycle 
Hcfc1	Cell cycle related	GO:0007049	 cell cycle 
Hells	Cell cycle related	GO:0007049	 cell cycle 
Hepacam	Cell cycle related	GO:0007049	 cell cycle 
Hepacam	Cell cycle related	GO:0007050	 cell cycle arrest 
Hepacam2	Cell cycle related	GO:0007049	 cell cycle 
Hfm1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Hjurp	Cell cycle related	GO:0007049	 cell cycle 
Hmcn1	Cell cycle related	GO:0007049	 cell cycle 
Hmg20b	Cell cycle related	GO:0007049	 cell cycle 
Hmga2	Cell cycle related	GO:0007049	 cell cycle 
Hmga2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Hormad1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Hormad2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Hras	Cell cycle related	GO:0007050	 cell cycle arrest 
Htt	Cell cycle related	GO:0000050	 urea cycle 
Idh1	Cell cycle related	GO:0006097	 glyoxylate cycle 
Idh1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Idh2	Cell cycle related	GO:0006097	 glyoxylate cycle 
Idh2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Idh3a	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Idh3b	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Idh3g	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Ifng	Cell cycle related	GO:0007050	 cell cycle arrest 
Ikzf1	Cell cycle related	GO:0007049	 cell cycle 
Il12a	Cell cycle related	GO:0007050	 cell cycle arrest 
Il12b	Cell cycle related	GO:0007050	 cell cycle arrest 
Ilk	Cell cycle related	GO:0007050	 cell cycle arrest 
Incenp	Cell cycle related	GO:0007049	 cell cycle 
Ing1	Cell cycle related	GO:0007049	 cell cycle 
Ing4	Cell cycle related	GO:0007049	 cell cycle 
Ing4	Cell cycle related	GO:0007050	 cell cycle arrest 
Inhba	Cell cycle related	GO:0007050	 cell cycle arrest 
Ino80	Cell cycle related	GO:0007049	 cell cycle 
Insm1	Cell cycle related	GO:0007049	 cell cycle 
Irf1	Cell cycle related	GO:0007050	 cell cycle arrest 
Irf6	Cell cycle related	GO:0007050	 cell cycle arrest 
Ist1	Cell cycle related	GO:0007049	 cell cycle 
Itgb3bp	Cell cycle related	GO:0007049	 cell cycle 
Jmy	Cell cycle related	GO:0007050	 cell cycle arrest 
Jtb	Cell cycle related	GO:0007049	 cell cycle 
Kat2b	Cell cycle related	GO:0007049	 cell cycle 
Katna1	Cell cycle related	GO:0007049	 cell cycle 
Katnb1	Cell cycle related	GO:0007049	 cell cycle 
Kctd11	Cell cycle related	GO:0007049	 cell cycle 
Kdm8	Cell cycle related	GO:0007049	 cell cycle 
Khdc3	Cell cycle related	GO:0007049	 cell cycle 
Khdrbs1	Cell cycle related	GO:0007049	 cell cycle 
Kif11	Cell cycle related	GO:0007049	 cell cycle 
Kif13a	Cell cycle related	GO:0007049	 cell cycle 
Kif18b	Cell cycle related	GO:0007049	 cell cycle 
Kif20b	Cell cycle related	GO:0007049	 cell cycle 
Kif23	Cell cycle related	GO:0007049	 cell cycle 
Kif2a	Cell cycle related	GO:0007049	 cell cycle 
Kif2b	Cell cycle related	GO:0007049	 cell cycle 
Kif2c	Cell cycle related	GO:0007049	 cell cycle 
Klhdc3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Klhl13	Cell cycle related	GO:0007049	 cell cycle 
Klhl21	Cell cycle related	GO:0007049	 cell cycle 
Klhl22	Cell cycle related	GO:0007049	 cell cycle 
Klhl42	Cell cycle related	GO:0007049	 cell cycle 
Klhl9	Cell cycle related	GO:0007049	 cell cycle 
Kmt2e	Cell cycle related	GO:0007049	 cell cycle 
Kmt2e	Cell cycle related	GO:0007050	 cell cycle arrest 
Kmt5a	Cell cycle related	GO:0007049	 cell cycle 
Knl1	Cell cycle related	GO:0007049	 cell cycle 
Knstrn	Cell cycle related	GO:0007049	 cell cycle 
Kntc1	Cell cycle related	GO:0007049	 cell cycle 
Lats1	Cell cycle related	GO:0007049	 cell cycle 
Lats2	Cell cycle related	GO:0007049	 cell cycle 
Lig1	Cell cycle related	GO:0007049	 cell cycle 
Lig3	Cell cycle related	GO:0007049	 cell cycle 
Lig4	Cell cycle related	GO:0007049	 cell cycle 
Lin37	Cell cycle related	GO:0007049	 cell cycle 
Lin52	Cell cycle related	GO:0007049	 cell cycle 
Lin54	Cell cycle related	GO:0007049	 cell cycle 
Lin9	Cell cycle related	GO:0007049	 cell cycle 
Llgl2	Cell cycle related	GO:0007049	 cell cycle 
Lmln	Cell cycle related	GO:0007049	 cell cycle 
Lrrcc1	Cell cycle related	GO:0007049	 cell cycle 
Lzts1	Cell cycle related	GO:0007049	 cell cycle 
Lzts2	Cell cycle related	GO:0007049	 cell cycle 
Mad1l1	Cell cycle related	GO:0007049	 cell cycle 
Mad2l1	Cell cycle related	GO:0007049	 cell cycle 
Mad2l2	Cell cycle related	GO:0007049	 cell cycle 
Maea	Cell cycle related	GO:0007049	 cell cycle 
Mael	Cell cycle related	GO:0051321	 meiotic cell cycle 
Majin	Cell cycle related	GO:0051321	 meiotic cell cycle 
Map10	Cell cycle related	GO:0007049	 cell cycle 
Map2k1	Cell cycle related	GO:0007050	 cell cycle arrest 
Map3k20	Cell cycle related	GO:0007049	 cell cycle 
Map3k20	Cell cycle related	GO:0007050	 cell cycle arrest 
Map3k8	Cell cycle related	GO:0007049	 cell cycle 
Map9	Cell cycle related	GO:0007049	 cell cycle 
Mapk1	Cell cycle related	GO:0007049	 cell cycle 
Mapk12	Cell cycle related	GO:0007049	 cell cycle 
Mapk13	Cell cycle related	GO:0007049	 cell cycle 
Mapk1ip1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mapk3	Cell cycle related	GO:0007049	 cell cycle 
Mapk4	Cell cycle related	GO:0007049	 cell cycle 
Mapk6	Cell cycle related	GO:0007049	 cell cycle 
Mapk7	Cell cycle related	GO:0007049	 cell cycle 
Mapre1	Cell cycle related	GO:0007049	 cell cycle 
Mapre2	Cell cycle related	GO:0007049	 cell cycle 
Mapre3	Cell cycle related	GO:0007049	 cell cycle 
Marf1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mark4	Cell cycle related	GO:0007049	 cell cycle 
Marveld1	Cell cycle related	GO:0007049	 cell cycle 
Mastl	Cell cycle related	GO:0007049	 cell cycle 
Mau2	Cell cycle related	GO:0007049	 cell cycle 
Mcidas	Cell cycle related	GO:0007049	 cell cycle 
Mcm2	Cell cycle related	GO:0007049	 cell cycle 
Mcm3	Cell cycle related	GO:0007049	 cell cycle 
Mcm4	Cell cycle related	GO:0007049	 cell cycle 
Mcm5	Cell cycle related	GO:0007049	 cell cycle 
Mcm6	Cell cycle related	GO:0007049	 cell cycle 
Mcm7	Cell cycle related	GO:0007049	 cell cycle 
Mcm8	Cell cycle related	GO:0007049	 cell cycle 
Mcmbp	Cell cycle related	GO:0007049	 cell cycle 
Mcts1	Cell cycle related	GO:0007049	 cell cycle 
Mdc1	Cell cycle related	GO:0007049	 cell cycle 
Mdh1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Mdh1b	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Mdh2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Mei1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mei4	Cell cycle related	GO:0051321	 meiotic cell cycle 
Meig1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Meikin	Cell cycle related	GO:0051321	 meiotic cell cycle 
Meiob	Cell cycle related	GO:0051321	 meiotic cell cycle 
Meioc	Cell cycle related	GO:0051321	 meiotic cell cycle 
Melk	Cell cycle related	GO:0007049	 cell cycle 
Men1	Cell cycle related	GO:0007050	 cell cycle arrest 
Mis12	Cell cycle related	GO:0007049	 cell cycle 
Mis18a	Cell cycle related	GO:0007049	 cell cycle 
Mis18bp1	Cell cycle related	GO:0007049	 cell cycle 
Misp	Cell cycle related	GO:0007049	 cell cycle 
Mitd1	Cell cycle related	GO:0007049	 cell cycle 
Mki67	Cell cycle related	GO:0007049	 cell cycle 
Mlf1	Cell cycle related	GO:0007049	 cell cycle 
Mlf1	Cell cycle related	GO:0007050	 cell cycle arrest 
