gene	specific process	GOterm	function
Hdlbp	lipid metabolism	GO:0006629	 lipid metabolic process 
Hdlbp	lipid metabolism	GO:0006869	 lipid transport 
Hexb	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Hilpda	lipid metabolism	GO:0005811	 lipid particle 
Hint2	lipid metabolism	GO:0006629	 lipid metabolic process 
Hmgcl	lipid metabolism	GO:0006629	 lipid metabolic process 
Hmgcr	lipid metabolism	GO:0006629	 lipid metabolic process 
Hmgcs1	lipid metabolism	GO:0006629	 lipid metabolic process 
Hmgcs2	lipid metabolism	GO:0006629	 lipid metabolic process 
Hnf4a	lipid metabolism	GO:0006629	 lipid metabolic process 
Hpgd	lipid metabolism	GO:0006629	 lipid metabolic process 
Hpgds	lipid metabolism	GO:0006629	 lipid metabolic process 
Hrasls	lipid metabolism	GO:0006629	 lipid metabolic process 
Hrasls	lipid metabolism	GO:0016042	 lipid catabolic process 
Hsd11b1	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b1	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b11	lipid metabolism	GO:0005811	 lipid particle 
Hsd17b11	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b12	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b13	lipid metabolism	GO:0005811	 lipid particle 
Hsd17b2	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b3	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b4	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b6	lipid metabolism	GO:0006629	 lipid metabolic process 
Hsd17b7	lipid metabolism	GO:0006629	 lipid metabolic process 
Hspa4	lipid metabolism	GO:0005811	 lipid particle 
Iah1	lipid metabolism	GO:0006629	 lipid metabolic process 
Iah1	lipid metabolism	GO:0016042	 lipid catabolic process 
Il1rn	lipid metabolism	GO:0006629	 lipid metabolic process 
Inpp4b	lipid metabolism	GO:0008289	 lipid binding 
Inpp5e	lipid metabolism	GO:0006629	 lipid metabolic process 
Ins2	lipid metabolism	GO:0016042	 lipid catabolic process 
Insig1	lipid metabolism	GO:0006629	 lipid metabolic process 
Insig2	lipid metabolism	GO:0006629	 lipid metabolic process 
Iqsec1	lipid metabolism	GO:0008289	 lipid binding 
Irak1	lipid metabolism	GO:0005811	 lipid particle 
Irs1	lipid metabolism	GO:0016042	 lipid catabolic process 
Isyna1	lipid metabolism	GO:0006629	 lipid metabolic process 
Isyna1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Jazf1	lipid metabolism	GO:0006629	 lipid metabolic process 
Katna1	lipid metabolism	GO:0005811	 lipid particle 
Kcnh1	lipid metabolism	GO:0008289	 lipid binding 
Kdsr	lipid metabolism	GO:0006629	 lipid metabolic process 
Kdsr	lipid metabolism	GO:0006665	 sphingolipid metabolic process 
Kif16b	lipid metabolism	GO:0008289	 lipid binding 
Lbp	lipid metabolism	GO:0006869	 lipid transport 
Lbp	lipid metabolism	GO:0008289	 lipid binding 
Lcat	lipid metabolism	GO:0006629	 lipid metabolic process 
Lclat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Lclat1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lcn5	lipid metabolism	GO:0006629	 lipid metabolic process 
Ldah	lipid metabolism	GO:0005811	 lipid particle 
Ldlr	lipid metabolism	GO:0006629	 lipid metabolic process 
Ldlr	lipid metabolism	GO:0006869	 lipid transport 
Ldlrap1	lipid metabolism	GO:0006629	 lipid metabolic process 
Lep	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipa	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipa	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipc	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipc	lipid metabolism	GO:0008289	 lipid binding 
Lipc	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipe	lipid metabolism	GO:0005811	 lipid particle 
Lipe	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipe	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipf	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipf	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipg	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipg	lipid metabolism	GO:0016042	 lipid catabolic process 
Liph	lipid metabolism	GO:0006629	 lipid metabolic process 
Liph	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipi	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipk	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipk	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipm	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipm	lipid metabolism	GO:0016042	 lipid catabolic process 
Lipn	lipid metabolism	GO:0006629	 lipid metabolic process 
Lipn	lipid metabolism	GO:0016042	 lipid catabolic process 
Lmln	lipid metabolism	GO:0005811	 lipid particle 
Lpar4	lipid metabolism	GO:0008289	 lipid binding 
Lpcat1	lipid metabolism	GO:0005811	 lipid particle 
Lpcat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpcat1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lpcat2	lipid metabolism	GO:0005811	 lipid particle 
Lpcat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpcat2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lpcat2b	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpcat2b	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lpcat3	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpcat3	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lpcat4	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpcat4	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lpgat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpgat1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Lpin1	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpin2	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpin3	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpl	lipid metabolism	GO:0006629	 lipid metabolic process 
Lpl	lipid metabolism	GO:0016042	 lipid catabolic process 
Lrcol1	lipid metabolism	GO:0016042	 lipid catabolic process 
Lrp10	lipid metabolism	GO:0006629	 lipid metabolic process 
Lrp10	lipid metabolism	GO:0006869	 lipid transport 
Lss	lipid metabolism	GO:0005811	 lipid particle 
Lss	lipid metabolism	GO:0006629	 lipid metabolic process 
Ltc4s	lipid metabolism	GO:0008289	 lipid binding 
Lypla1	lipid metabolism	GO:0006629	 lipid metabolic process 
Lypla2	lipid metabolism	GO:0006629	 lipid metabolic process 
Mark1	lipid metabolism	GO:0008289	 lipid binding 
Mark2	lipid metabolism	GO:0008289	 lipid binding 
Mboat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mboat1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Mboat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Mboat2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Mboat7	lipid metabolism	GO:0006629	 lipid metabolic process 
Mboat7	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Mbtps1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mcat	lipid metabolism	GO:0006629	 lipid metabolic process 
Mcf2l	lipid metabolism	GO:0008289	 lipid binding 
Mecr	lipid metabolism	GO:0006629	 lipid metabolic process 
Melk	lipid metabolism	GO:0008289	 lipid binding 
Mfsd2a	lipid metabolism	GO:0006869	 lipid transport 
Mgll	lipid metabolism	GO:0006629	 lipid metabolic process 
Mgll	lipid metabolism	GO:0008289	 lipid binding 
Mgll	lipid metabolism	GO:0016042	 lipid catabolic process 
Mid1ip1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mlycd	lipid metabolism	GO:0006629	 lipid metabolic process 
Mogat1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mogat2	lipid metabolism	GO:0006629	 lipid metabolic process 
Msmo1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mtm1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mtmr1	lipid metabolism	GO:0006629	 lipid metabolic process 
Mtmr2	lipid metabolism	GO:0006629	 lipid metabolic process 
Mtmr3	lipid metabolism	GO:0006629	 lipid metabolic process 
Mttp	lipid metabolism	GO:0006629	 lipid metabolic process 
Mttp	lipid metabolism	GO:0006869	 lipid transport 
Mttp	lipid metabolism	GO:0008289	 lipid binding 
Mvb12a	lipid metabolism	GO:0008289	 lipid binding 
Mvb12b	lipid metabolism	GO:0008289	 lipid binding 
Mvd	lipid metabolism	GO:0006629	 lipid metabolic process 
Mvk	lipid metabolism	GO:0006629	 lipid metabolic process 
Myo1e	lipid metabolism	GO:0008289	 lipid binding 
Myo1g	lipid metabolism	GO:0008289	 lipid binding 
Naa40	lipid metabolism	GO:0006629	 lipid metabolic process 
Naaa	lipid metabolism	GO:0006629	 lipid metabolic process 
Napepld	lipid metabolism	GO:0006629	 lipid metabolic process 
Napepld	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Napepld	lipid metabolism	GO:0016042	 lipid catabolic process 
Nceh1	lipid metabolism	GO:0006629	 lipid metabolic process 
Nceh1	lipid metabolism	GO:0016042	 lipid catabolic process 
Ncf1	lipid metabolism	GO:0008289	 lipid binding 
Ncf4	lipid metabolism	GO:0008289	 lipid binding 
Ndufab1	lipid metabolism	GO:0006629	 lipid metabolic process 
Ndufab1	lipid metabolism	GO:0009245	 lipid A biosynthetic process 
Neu1	lipid metabolism	GO:0006629	 lipid metabolic process 
Neu1	lipid metabolism	GO:0016042	 lipid catabolic process 
Neu2	lipid metabolism	GO:0006629	 lipid metabolic process 
Neu2	lipid metabolism	GO:0016042	 lipid catabolic process 
Neu3	lipid metabolism	GO:0006629	 lipid metabolic process 
Neu3	lipid metabolism	GO:0016042	 lipid catabolic process 
Neu4	lipid metabolism	GO:0006629	 lipid metabolic process 
Neu4	lipid metabolism	GO:0016042	 lipid catabolic process 
Nf1	lipid metabolism	GO:0008289	 lipid binding 
Nkx1-1	lipid metabolism	GO:0006629	 lipid metabolic process 
Nme4	lipid metabolism	GO:0006869	 lipid transport 
Nme4	lipid metabolism	GO:0008289	 lipid binding 
Noxo1	lipid metabolism	GO:0008289	 lipid binding 
Npc1	lipid metabolism	GO:0006629	 lipid metabolic process 
Npc1l1	lipid metabolism	GO:0006629	 lipid metabolic process 
Npc2	lipid metabolism	GO:0006629	 lipid metabolic process 
Nphp3	lipid metabolism	GO:0006629	 lipid metabolic process 
Nr3c1	lipid metabolism	GO:0008289	 lipid binding 
Nr3c2	lipid metabolism	GO:0008289	 lipid binding 
Nr5a1	lipid metabolism	GO:0008289	 lipid binding 
Nr5a2	lipid metabolism	GO:0008289	 lipid binding 
Nsdhl	lipid metabolism	GO:0005811	 lipid particle 
Nsdhl	lipid metabolism	GO:0006629	 lipid metabolic process 
Nsfl1c	lipid metabolism	GO:0008289	 lipid binding 
Oc90	lipid metabolism	GO:0016042	 lipid catabolic process 
Ogt	lipid metabolism	GO:0008289	 lipid binding 
Olah	lipid metabolism	GO:0006629	 lipid metabolic process 
Olah	lipid metabolism	GO:0008610	 lipid biosynthetic process 
Oma1	lipid metabolism	GO:0006629	 lipid metabolic process 
Osbp	lipid metabolism	GO:0006869	 lipid transport 
Osbp	lipid metabolism	GO:0008289	 lipid binding 
Osbp2	lipid metabolism	GO:0006869	 lipid transport 
Osbp2	lipid metabolism	GO:0008289	 lipid binding 
Osbpl10	lipid metabolism	GO:0006629	 lipid metabolic process 
Osbpl10	lipid metabolism	GO:0006869	 lipid transport 
Osbpl10	lipid metabolism	GO:0008289	 lipid binding 
Osbpl11	lipid metabolism	GO:0006869	 lipid transport 
Osbpl11	lipid metabolism	GO:0008289	 lipid binding 
Osbpl1a	lipid metabolism	GO:0006869	 lipid transport 
Osbpl1a	lipid metabolism	GO:0008289	 lipid binding 
Osbpl2	lipid metabolism	GO:0006869	 lipid transport 
Osbpl2	lipid metabolism	GO:0008289	 lipid binding 
Osbpl3	lipid metabolism	GO:0006869	 lipid transport 
Osbpl3	lipid metabolism	GO:0008289	 lipid binding 
Osbpl5	lipid metabolism	GO:0006869	 lipid transport 
Osbpl5	lipid metabolism	GO:0008289	 lipid binding 
Osbpl6	lipid metabolism	GO:0006869	 lipid transport 
Osbpl6	lipid metabolism	GO:0008289	 lipid binding 
Osbpl8	lipid metabolism	GO:0006869	 lipid transport 
Osbpl8	lipid metabolism	GO:0008289	 lipid binding 
Osbpl9	lipid metabolism	GO:0006869	 lipid transport 
Osbpl9	lipid metabolism	GO:0008289	 lipid binding 
Oxsm	lipid metabolism	GO:0006629	 lipid metabolic process 
Pacsin1	lipid metabolism	GO:0008289	 lipid binding 
Pacsin2	lipid metabolism	GO:0008289	 lipid binding 
Pacsin3	lipid metabolism	GO:0008289	 lipid binding 
Pafah1b1	lipid metabolism	GO:0006629	 lipid metabolic process 
Pafah1b1	lipid metabolism	GO:0016042	 lipid catabolic process 
Pafah1b2	lipid metabolism	GO:0006629	 lipid metabolic process 
Pafah1b2	lipid metabolism	GO:0016042	 lipid catabolic process 
Pafah1b3	lipid metabolism	GO:0006629	 lipid metabolic process 
Pafah1b3	lipid metabolism	GO:0016042	 lipid catabolic process 
Pafah2	lipid metabolism	GO:0006629	 lipid metabolic process 
Pafah2	lipid metabolism	GO:0016042	 lipid catabolic process 
Paqr5	lipid metabolism	GO:0008289	 lipid binding 
Paqr7	lipid metabolism	GO:0008289	 lipid binding 
Paqr8	lipid metabolism	GO:0008289	 lipid binding 
Pard3	lipid metabolism	GO:0008289	 lipid binding 
Pask	lipid metabolism	GO:0008289	 lipid binding 
Pbp2	lipid metabolism	GO:0008289	 lipid binding 
Pck1	lipid metabolism	GO:0006629	 lipid metabolic process 
Pclo	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Pcsk9	lipid metabolism	GO:0006629	 lipid metabolic process 
Pctp	lipid metabolism	GO:0006869	 lipid transport 
Pctp	lipid metabolism	GO:0008289	 lipid binding 
Pcx	lipid metabolism	GO:0006629	 lipid metabolic process 
Pcyt1a	lipid metabolism	GO:0006629	 lipid metabolic process 
Pcyt1a	lipid metabolism	GO:0008289	 lipid binding 
Pcyt1a	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pcyt1b	lipid metabolism	GO:0006629	 lipid metabolic process 
Pcyt1b	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pcyt2	lipid metabolism	GO:0006629	 lipid metabolic process 
Pcyt2	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pdia2	lipid metabolism	GO:0008289	 lipid binding 
Pebp1	lipid metabolism	GO:0008289	 lipid binding 
Pecr	lipid metabolism	GO:0006629	 lipid metabolic process 
Pemt	lipid metabolism	GO:0006629	 lipid metabolic process 
Pemt	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pex1	lipid metabolism	GO:0008289	 lipid binding 
Pex3	lipid metabolism	GO:0008289	 lipid binding 
Pfn3	lipid metabolism	GO:0008289	 lipid binding 
Pfn4	lipid metabolism	GO:0008289	 lipid binding 
Pgr	lipid metabolism	GO:0008289	 lipid binding 
Pgrmc1	lipid metabolism	GO:0008289	 lipid binding 
Pgrmc2	lipid metabolism	GO:0008289	 lipid binding 
Pgs1	lipid metabolism	GO:0006629	 lipid metabolic process 
Pgs1	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pip5k1a	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pisd	lipid metabolism	GO:0006629	 lipid metabolic process 
Pisd	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pitpna	lipid metabolism	GO:0008289	 lipid binding 
Pitpnb	lipid metabolism	GO:0008289	 lipid binding 
Pitpnc1	lipid metabolism	GO:0006869	 lipid transport 
Pitpnc1	lipid metabolism	GO:0008289	 lipid binding 
Pitpnm1	lipid metabolism	GO:0005811	 lipid particle 
Pitpnm2	lipid metabolism	GO:0008289	 lipid binding 
Pitpnm3	lipid metabolism	GO:0008289	 lipid binding 
Pla1a	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla1a	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g10	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g10	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g12a	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g12a	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g12b	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g15	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g16	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g16	lipid metabolism	GO:0008654	 phospholipid biosynthetic process 
Pla2g16	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g1b	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g1b	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Pla2g1b	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g2a	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g2a	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g2c	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g2c	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Pla2g2c	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g2d	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g2d	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g2e	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g2e	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g2f	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g2f	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g4a	lipid metabolism	GO:0005544	 calcium-dependent phospholipid binding 
Pla2g4a	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g4a	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Pla2g4a	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g4d	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g4d	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Pla2g4d	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g4e	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g4e	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Pla2g4e	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g4f	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g4f	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Pla2g4f	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g5	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g5	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g6	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g6	lipid metabolism	GO:0016042	 lipid catabolic process 
Pla2g7	lipid metabolism	GO:0006629	 lipid metabolic process 
Pla2g7	lipid metabolism	GO:0016042	 lipid catabolic process 
Plagl2	lipid metabolism	GO:0006629	 lipid metabolic process 
Plb1	lipid metabolism	GO:0006629	 lipid metabolic process 
Plb1	lipid metabolism	GO:0016042	 lipid catabolic process 
Plbd1	lipid metabolism	GO:0006629	 lipid metabolic process 
Plbd1	lipid metabolism	GO:0016042	 lipid catabolic process 
Plbd2	lipid metabolism	GO:0006629	 lipid metabolic process 
Plbd2	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcb1	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcb1	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcb2	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcb2	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcb3	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcb3	lipid metabolism	GO:0009395	 phospholipid catabolic process 
Plcb3	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcd1	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcd1	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcd3	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcd3	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcd4	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcd4	lipid metabolism	GO:0016042	 lipid catabolic process 
Plce1	lipid metabolism	GO:0006629	 lipid metabolic process 
Plce1	lipid metabolism	GO:0016042	 lipid catabolic process 
Plcg1	lipid metabolism	GO:0006629	 lipid metabolic process 
Plcg1	lipid metabolism	GO:0009395	 phospholipid catabolic process 
